Rank	Site	Category	UniqueVisitors	Reach	PageViews	HasAdvertising	InEnglish	TLD
412	freeonlinegames.com	Casual Games	13000000	0.7	130000000	Yes		
413	shopathome.com	Coupons & Discount Offers	13000000	0.7	160000000	Yes		
414	ign.com	Computer & Video Games	13000000	0.7	160000000	Yes		
415	latimes.com	Newspapers	13000000	0.7	97000000	Yes		
416	people.com	Celebrities & Entertainment News	13000000	0.7	720000000	Yes		
417	tabelog.com	Dining Guides	13000000	0.7	250000000	Yes		
418	skyrock.com	Social Networks	13000000	0.7	800000000	Yes		
419	excite.co.jp	Web Portals	12000000	0.6	210000000	Yes		
420	docin.com	Advertising & Marketing	12000000	0.6	73000000	Yes		
421	ticketmaster.com	Ticket Sales	12000000	0.6	250000000	Yes		
422	local.com	Business & Personal Listings	12000000	0.6	56000000	Yes		
423	duckload.com	Web Design & Development	12000000	0.6	98000000	Yes		
424	pronto.com	Price Comparisons	12000000	0.6	61000000	Yes		
425	babycenter.com	Baby Care & Hygiene	12000000	0.6	190000000	Yes		
426	livedoor.com	Web Portals	12000000	0.6	340000000	Yes		
427	girlsgogames.com	Flash-Based Entertainment	12000000	0.6	450000000	Yes		
428	wiktionary.org	Dictionaries & Encyclopedias	12000000	0.6	34000000	No		
429	laredoute.fr	Apparel	12000000	0.7	300000000	Yes		
430	shentime.com	Movies	12000000	0.6	55000000	Yes		
431	wretch.cc	Online Journals & Personal Sites	12000000	0.7	3600000000	Yes		
432	iza.ne.jp	News	12000000	0.6	99000000	Yes		
433	kohls.com	Apparel	12000000	0.6	540000000	No		
434	kuxun.cn	Bus & Rail	12000000	0.6	130000000	Yes		
435	usagc.org	Visa & Immigration	12000000	0.6	31000000	Yes		
436	blackberry.com	Smart Phones	12000000	0.6	170000000	Yes		
437	dropbox.com	File Sharing & Hosting	12000000	0.6	190000000	No		
438	legacy.com		12000000	0.6	230000000	Yes		
439	sfr.fr	Mobile & Wireless	12000000	0.6	1300000000	Yes		
440	gap.com	Apparel	12000000	0.6	370000000	Yes		
441	r7.com	News	12000000	0.7	280000000	Yes		
442	91.com	Flash-Based Entertainment	12000000	0.6	110000000	Yes		
443	yfrog.com		12000000	0.6	110000000	Yes		
444	mixi.jp	Social Networks	12000000	0.6	2800000000	Yes		
445	buenastareas.com	Educational Resources	12000000	0.6	97000000	Yes		
446	sponichi.co.jp	Sports News	12000000	0.6	120000000	Yes		
447	ztgame.com	E-Books	12000000	0.7	45000000	No		
448	gaopeng.com	Fitness	12000000	0.6	25000000	No		
449	qunar.com	Air Travel	12000000	0.6	110000000	Yes		
450	gamespot.com	Computer & Video Games	12000000	0.7	120000000	Yes		
451	ryanair.com	Air Travel	12000000	0.7	110000000	Yes		
452	51job.com	Jobs	12000000	0.6	340000000	Yes		
453	domaintools.com	Web Hosting & Domain Registration	12000000	0.6	42000000	Yes		
454	vagalume.com.br	Song Lyrics & Tabs	12000000	0.6	190000000	Yes		
455	ynet.com	News	12000000	0.7	550000000	Yes		
456	itau.com.br	Credit & Lending	12000000	0.6	1000000000	No		
457	aufeminin.com	Women's Interests	12000000	0.6	160000000	Yes		
458	jiji.com	News	12000000	0.6	140000000	Yes		
459	buscape.com.br	Shopping Portals & Search Engines	12000000	0.6	89000000	Yes		
460	mapion.co.jp	Maps	12000000	0.6	74000000	Yes		
461	addthis.com	Internet Clients & Browsers	12000000	0.6	38000000	No		
462	pogo.com	Casual Games	12000000	0.6	1200000000	Yes		
463	mtv.com	Music & Audio	12000000	0.6	120000000	Yes		
464	zylom.com	Online Games	12000000	0.6	170000000	Yes		
465	freeze.com	Freeware & Shareware	12000000	0.6	74000000	Yes		
466	icq.com	Forum & Chat Providers	12000000	0.6	230000000	Yes		
467	liveinternet.ru	Web Portals	12000000	0.6	280000000	Yes		
468	superpages.com	Business & Personal Listings	12000000	0.6	51000000	Yes		
469	opendns.com	Network Security	12000000	0.6	120000000	Yes		
470	naver.jp	Search Engines	12000000	0.6	88000000	Yes		
471	wan5d.com	Luxury Goods	12000000	0.6	28000000	No		
472	americanas.com.br	Shopping	12000000	0.6	190000000	Yes		
473	medicinenet.com	Health Conditions	12000000	0.6	110000000	Yes		
474	zoosk.com	Dating & Personals	12000000	0.6	340000000	Yes		
475	logsoku.com	Online Communities	12000000	0.6	45000000	Yes		
476	docstoc.com		12000000	0.6	31000000	Yes		
477	popeater.com	Celebrities & Entertainment News	12000000	0.6	80000000	Yes		
478	blogcu.com	Blogging Resources & Services	12000000	0.6	88000000	Yes		
479	evite.com	Gifts & Special Event Items	12000000	0.7	170000000	Yes		
480	aolnews.com	News	11000000	0.6	74000000	Yes		
481	shoplocal.com	Shopping Portals & Search Engines	11000000	0.6	67000000	Yes		
482	delta.com	Air Travel	11000000	0.6	410000000	Yes		
483	all-biz.info	Business & Industrial	11000000	0.6	60000000	Yes		
484	liveperson.net	Customer Relationship Management (CRM)	11000000	0.6	49000000	No		
485	interia.pl	Web Portals	11000000	0.6	730000000	Yes		
486	sanspo.com	Sports News	11000000	0.6	140000000	Yes		
487	letitbit.net	File Sharing & Hosting	11000000	0.6	190000000	Yes		
488	gazeta.pl	Newspapers	11000000	0.6	370000000	Yes		
489	apontador.com.br	City & Local Guides	11000000	0.6	41000000	Yes		
490	altervista.org	Blogging Resources & Services	11000000	0.6	110000000	Yes		
491	exoplanetwar.com	Strategy Games	11000000	0.6	31000000	No		
492	isohunt.com	Search Engines	11000000	0.6	310000000	Yes		
493	gyyx.cn	Online Games	11000000	0.6	61000000	No		
494	ebay.fr	Auctions	11000000	0.6	1100000000	Yes		
495	citibank.com	Finance	11000000	0.6	300000000	Yes		
496	gmarket.co.kr	Shopping	11000000	0.6	730000000	Yes		
497	izlesene.com	Photo & Video Sharing	11000000	0.6	190000000	Yes		
498	hm.com	Apparel	11000000	0.6	540000000	No		
499	tao123.com	Web Portals	11000000	0.6	160000000	Yes		
500	pingan.com	Insurance	11000000	0.6	51000000	No		
501	overstock.com	Mass Merchants & Department Stores	11000000	0.6	250000000	Yes		
502	pc120.com	Antivirus & Malware	11000000	0.6	50000000	No		
503	angelfire.com	Web Hosting & Domain Registration	11000000	0.6	37000000	Yes		
504	vzw.com	Service Providers	11000000	0.6	74000000	Yes		
505	zifugame.com		11000000	0.6	24000000	No		
506	rbc.ru	Business News	11000000	0.6	210000000	Yes		
507	zillow.com	Real Estate	11000000	0.6	450000000	Yes		
508	orbitz.com	Travel	11000000	0.6	210000000	Yes		
509	infoseek.co.jp	Web Portals	11000000	0.6	260000000	Yes		
510	marketgid.info		11000000	0.6	37000000	No		
511	nike.com	Athletic Apparel	11000000	0.6	210000000	Yes		
512	elmundo.es	Newspapers	11000000	0.6	210000000	Yes		
513	etsy.com	Crafts	11000000	0.6	650000000	No		
514	it168.com	Computers & Electronics	11000000	0.6	79000000	Yes		
515	aa.com	Air Travel	11000000	0.6	310000000	Yes		
516	blog.me		11000000	0.6	140000000	No		
517	unkar.org	Forum & Chat Providers	11000000	0.6	31000000	Yes		
518	moshimonsters.com	Simulation Games	11000000	0.6	280000000	Yes		
519	huangjinquxian.com		11000000	0.6	17000000	No		
520	sprint.com	Mobile & Wireless	11000000	0.6	310000000	Yes		
521	symantec.com	Antivirus & Malware	11000000	0.6	60000000	No		
522	marca.com	Sports News	11000000	0.6	450000000	Yes		
523	mp3raid.com	Music Streams & Downloads	11000000	0.6	80000000	Yes		
524	tmz.com	Celebrities & Entertainment News	11000000	0.6	230000000	Yes		
525	t-mobile.com	Mobile Phones	11000000	0.6	280000000	Yes		
526	fazenda.gov.br	Public Finance	11000000	0.6	370000000	No		
527	pcpop.com	Search Engines	11000000	0.6	120000000	Yes		
528	barbie.com	Dress-Up & Fashion Games	11000000	0.6	330000000	Yes		
529	zhaopin.com	Job Listings	11000000	0.6	280000000	Yes		
530	doctissimo.fr	Health	11000000	0.6	120000000	Yes		
531	focus.cn	Dictionaries & Encyclopedias	11000000	0.6	140000000	Yes		
532	speedtest.net	Web Apps & Online Tools	11000000	0.6	42000000	Yes		
533	information.com	Search Engines	11000000	0.6	31000000	Yes		
534	pokerstrategy.com		11000000	0.6	56000000	No		
535	buzzle.com	Web Portals	11000000	0.6	34000000	Yes		
536	ctrip.com	Travel	11000000	0.6	150000000	Yes		
537	accuweather.com	Weather	11000000	0.6	230000000	Yes		
538	today.com	Blogging Resources & Services	11000000	0.6	41000000	Yes		
539	auction.co.kr	Price Comparisons	11000000	0.6	590000000	No		
540	multiply.com	Photo & Image Sharing	11000000	0.6	210000000	Yes		
541	acer.com	Desktop Computers	11000000	0.6	90000000	No		
542	toshiba.com	Computers & Electronics	11000000	0.6	250000000	Yes		
543	vesti.ru	News	11000000	0.6	66000000	Yes		
544	quepasa.com	Latinos & Latin-Americans	11000000	0.6	210000000	Yes		
545	ucjoy.com	Computer & Video Games	10000000	0.5	23000000	No		
546	pchome.net	Computers & Electronics	10000000	0.5	80000000	Yes		
547	citysearch.com	City & Local Guides	10000000	0.5	38000000	Yes		
548	tuenti.com	Social Networks	10000000	0.5	23000000000	No		
549	chosun.com	Newspapers	10000000	0.5	280000000	Yes		
550	causes.com	Social Issues & Advocacy	10000000	0.5	37000000	Yes		
551	oi.com.br	Web Portals	10000000	0.5	210000000	Yes		
552	ebay.it	E-Commerce Services	10000000	0.5	720000000	Yes		
553	buycheapr.com	Consumer Electronics	10000000	0.5	49000000	Yes		
554	85play.com	Games	10000000	0.5	89000000	Yes		
555	stardoll.com	Dress-Up & Fashion Games	10000000	0.5	870000000	Yes		
556	ip138.com	Directories & Listings	10000000	0.5	56000000	Yes		
557	fixya.com	Consumer Resources	10000000	0.5	41000000	Yes		
558	kijiji.ca	Shopping	10000000	0.5	1400000000	Yes		
559	aweber.com	Email & Messaging	10000000	0.5	74000000	Yes		
560	xe.com	Travel	10000000	0.5	120000000	Yes		
561	letao.com	Footwear	10000000	0.5	73000000	No		
562	time.com	News	10000000	0.5	97000000	Yes		
563	gnavi.co.jp	Dining Guides	10000000	0.5	160000000	Yes		
564	wetter.com	Weather	10000000	0.5	140000000	Yes		
565	cri.cn	News	10000000	0.5	130000000	Yes		
566	filehippo.com	File Sharing & Hosting	10000000	0.5	66000000	Yes		
567	01net.com	Technology News	9900000	0.5	110000000	Yes		
568	sapo.pt	Web Portals	9900000	0.5	490000000	Yes		
569	webry.info	Military	9900000	0.5	60000000	Yes		
570	tinypic.com	Photo & Video Sharing	9900000	0.5	45000000	Yes		
571	costco.com	Mass Merchants & Department Stores	9900000	0.5	190000000	No		
572	playstation.com	Sony PlayStation	9900000	0.5	130000000	Yes		
573	cbsnews.com	News	9900000	0.5	98000000	Yes		
574	ea.com	Computer & Video Games	9900000	0.5	120000000	Yes		
575	pbskids.org		9900000	0.5	960000000	Yes		
576	novoteka.ru	Newspapers	9900000	0.5	110000000	Yes		
577	2144.cn	Online Games	9900000	0.5	250000000	Yes		
578	olx.com.br	Classifieds	9900000	0.5	54000000	Yes		
579	spiegel.de	Newspapers	9900000	0.5	330000000	Yes		
580	alexa.com	Advertising & Marketing	9900000	0.5	210000000	Yes		
581	pixnet.net	Online Journals & Personal Sites	9900000	0.5	160000000	Yes		
582	nikkeibp.co.jp	Business News	9900000	0.5	130000000	Yes		
583	qip.ru	Web Portals	9900000	0.5	250000000	Yes		
584	tistory.com	Blogging Resources & Services	9900000	0.5	67000000	Yes		
585	makepolo.com	E-Commerce Services	9900000	0.5	81000000	Yes		
586	usafis.org	Visa & Immigration	9900000	0.5	19000000	No		
587	last.fm	Music Streams & Downloads	9900000	0.5	82000000	Yes		
588	marriott.com	Hotels & Accommodations	9900000	0.5	190000000	No		
589	lego.com	Toys	9900000	0.5	600000000	No		
590	realtor.com	Real Estate Listings	9900000	0.5	370000000	Yes		
591	ed.gov	Education	9900000	0.5	340000000	No		
592	mtime.com	Movies	9900000	0.5	89000000	Yes		
593	ninemsn.com.au	Celebrities & Entertainment News	9900000	0.5	440000000	Yes		
594	godaddy.com	Web Hosting & Domain Registration	9900000	0.5	230000000	Yes		
595	lashou.com	Coupons & Discount Offers	9900000	0.5	81000000	No		
596	merriam-webster.com	Dictionaries & Encyclopedias	9900000	0.5	66000000	Yes		
597	issuu.com	Software Utilities	9900000	0.5	35000000	Yes		
598	ct10000.com	Phone Service Providers	9800000	0.5	130000000	Yes		
599	sky.com	Web Portals	9800000	0.5	530000000	Yes		
600	hc360.com	E-Commerce Services	9800000	0.5	120000000	Yes		
601	27.cn	Beauty & Fitness	9800000	0.5	230000000	Yes		
602	ca.gov	State & Local Government	9800000	0.5	370000000	Yes		
603	wat.tv	Online Video	9800000	0.5	68000000	Yes		
604	howstuffworks.com	How-To&sbquo; DIY & Expert Content	9800000	0.5	73000000	Yes		
605	barnesandnoble.com	Book Retailers	9800000	0.5	210000000	Yes		
606	szgla.com	Video Game Retailers	9800000	0.5	23000000	Yes		
607	aljazeera.net	TV Networks & Stations	9800000	0.5	170000000	Yes		
608	plentyoffish.com	Online Communities	9800000	0.5	2800000000	Yes		
609	forbes.com	Business News	9800000	0.5	98000000	Yes		
610	japanpost.jp	Mail & Package Delivery	9800000	0.5	190000000	No		
611	120ask.com	Health Conditions	9800000	0.5	46000000	Yes		
612	sympatico.ca	Web Portals	9800000	0.5	170000000	Yes		
613	hilton.com	Hotels & Accommodations	9800000	0.5	170000000	No		
614	rutube.ru	Video Sharing	9800000	0.5	88000000	Yes		
615	wachovia.com	Banking	9700000	0.5	540000000	Yes		
616	timeanddate.com	Time & Calendars	9100000	0.5	37000000	Yes		
617	citi.com	Finance	9100000	0.5	50000000	Yes		
618	115.com	Search Engines	9100000	0.5	66000000	Yes		
619	mercadolibre.com.mx	Classifieds	9100000	0.5	340000000	Yes		
620	198game.net	Games	9100000	0.5	25000000	No		
621	victoriassecret.com	Undergarments	9100000	0.5	490000000	Yes		
622	mundoanuncio.com	Classifieds	9100000	0.5	170000000	Yes		
623	zhcw.com		9100000	0.5	110000000	Yes		
624	teacup.com	Forum & Chat Providers	9100000	0.5	98000000	Yes		
625	china.com.cn	Internet & Telecom	9100000	0.5	61000000	Yes		
626	coupons.com	Coupons & Discount Offers	9100000	0.5	210000000	Yes		
627	nickjr.com	TV Family-Oriented Shows	9100000	0.5	540000000	Yes		
628	yoka.com	Fashion & Style	9100000	0.5	230000000	Yes		
629	kayak.com	Air Travel	9100000	0.5	120000000	Yes		
630	speeddate.com	Dating & Personals	9100000	0.5	210000000	Yes		
631	hotwire.com	Travel	9100000	0.5	90000000	Yes		
632	discovercard.com	Credit Cards	9100000	0.5	230000000	Yes		
633	jalan.net	Hotels & Accommodations	9100000	0.5	340000000	Yes		
634	mgid.com	Price Comparisons	9100000	0.5	60000000	Yes		
635	toysrus.com	Toys	9100000	0.5	230000000	No		
636	pointblank.ru	Computer & Video Games	9100000	0.5	18000000	Yes		
637	mt.co.kr	Investing	9100000	0.5	97000000	Yes		
638	veoh.com	Online Video	9100000	0.5	67000000	Yes		
639	me.com	Mobile Apps & Add-Ons	9100000	0.5	190000000	Yes		
640	5d6d.com	Movies	9100000	0.5	87000000	Yes		
641	rian.ru	Web Portals	9000000	0.5	67000000	Yes		
642	yiqiwin.com	Acupuncture & Chinese Medicine	9000000	0.5	28000000	No		
643	webcrawler.com	Search Engines	9000000	0.5	50000000	Yes		
644	juegosjuegos.com	Games	9000000	0.5	340000000	Yes		
645	elpais.com	Newspapers	9000000	0.5	210000000	Yes		
646	kboing.com.br	Music Streams & Downloads	9000000	0.5	370000000	Yes		
647	boc.cn	Currencies & Foreign Exchange	9000000	0.5	170000000	No		
648	acrobat.com	Business & Productivity Software	9000000	0.5	50000000	No		
649	cmbchina.com	Banking	9000000	0.5	110000000	No		
650	esmas.com	Web Portals	9000000	0.5	160000000	Yes		
651	11st.co.kr	Home Financing	9000000	0.5	380000000	No		
652	zappos.com	Apparel	9000000	0.5	280000000	No		
653	mundodastribos.com	Arts & Entertainment	9000000	0.5	28000000	Yes		
654	weather.gov	Weather	9000000	0.5	190000000	No		
655	bigfishgames.com	Computer & Video Games	9000000	0.5	180000000	Yes		
656	groupon.jp	Coupons & Discount Offers	9000000	0.5	51000000	Yes		
657	peixeurbano.com.br	Coupons & Discount Offers	9000000	0.5	89000000	Yes		
658	dion.ne.jp	ISPs	9000000	0.5	55000000	Yes		
659	travelzoo.com	Travel Agencies & Services	9000000	0.5	74000000	Yes		
660	rising.cn		9000000	0.5	250000000	Yes		
661	groupon.co.uk	Coupons & Discount Offers	9000000	0.5	67000000	No		
662	v1.cn	Fashion & Style	9000000	0.5	34000000	Yes		
663	intelius.com	People Search	9000000	0.5	110000000	Yes		
664	national-lottery.co.uk		9000000	0.5	310000000	Yes		
665	euroresidentes.com	Web Portals	9000000	0.5	45000000	Yes		
666	bloomberg.com	Business News	9000000	0.5	140000000	Yes		
667	europa.eu	Multilateral Organizations	9000000	0.5	110000000	No		
668	qqwangming.org	Online Goodies	9000000	0.5	120000000	Yes		
669	114la.com	Directories & Listings	9000000	0.5	250000000	Yes		
670	24h.com.vn	News	9000000	0.5	590000000	Yes		
671	yaplog.jp	Blogging Resources & Services	9000000	0.5	67000000	Yes		
672	onlinedown.net	Software	9000000	0.5	28000000	Yes		
673	duote.com	Software	9000000	0.5	55000000	Yes		
674	credit-agricole.fr	Banking	9000000	0.5	400000000	Yes		
675	oricon.co.jp	Music & Audio	9000000	0.5	67000000	Yes		
676	nydailynews.com	Gossip & Tabloid News	9000000	0.5	67000000	Yes		
677	plala.or.jp	ISPs	9000000	0.5	73000000	Yes		
678	ancestry.com	Ancestry & Genealogy	9000000	0.5	970000000	Yes		
679	sanook.com	Web Portals	9000000	0.5	480000000	Yes		
680	etao.com	Fashion & Style	9000000	0.5	50000000	Yes		
681	dipan.com	Computer & Video Games	9000000	0.5	31000000	Yes		
682	cookpad.com	Cooking & Recipes	9000000	0.5	370000000	Yes		
683	hurriyet.com.tr	Newspapers	9000000	0.5	800000000	Yes		
684	android.com	Mobile Apps & Add-Ons	9000000	0.5	130000000	No		
685	righthealth.com	Medical Literature & Resources	9000000	0.5	37000000	Yes		
686	windowsmedia.com	Music & Audio	9000000	0.5	23000000	Yes		
687	ojogos.com.br	Online Games	9000000	0.5	250000000	Yes		
688	amazon.fr	Shopping Portals & Search Engines	9000000	0.5	210000000	No		
689	tesco.com	Mass Merchants & Department Stores	9000000	0.5	360000000	Yes		
690	hyves.nl	Social Networks	9000000	0.5	3600000000	Yes		
691	enfemenino.com	Women's Interests	9000000	0.5	54000000	Yes		
692	weebly.com	Web Design & Development	9000000	0.5	73000000	Yes		
693	xpg.com.br	Web Hosting & Domain Registration	9000000	0.5	98000000	Yes		
694	poptropica.com	Virtual Worlds	9000000	0.5	870000000	No		
695	dygod.net	TV Shows & Programs	8900000	0.5	50000000	Yes		
696	fidelity.com	Retirement & Pension	8900000	0.5	540000000	Yes		
697	nokia.com	Mobile Phones	8900000	0.5	98000000	No		
698	vnet.cn	Web Portals	8900000	0.5	45000000	Yes		
699	nhl.com	Hockey	8900000	0.5	210000000	Yes		
700	espncricinfo.com	Cricket	8900000	0.5	230000000	Yes		
701	impress.co.jp	Computers & Electronics	8900000	0.5	120000000	Yes		
702	otto.de	Mass Merchants & Department Stores	8900000	0.5	440000000	No		
703	kickasstorrents.com	File Sharing & Hosting	8900000	0.5	120000000	Yes		
704	gd118114.cn	Web Services	8900000	0.5	31000000	Yes		
705	autotrader.com	Vehicle Shopping	8900000	0.5	410000000	Yes		
706	direct.gov.uk	Law & Government	8900000	0.5	400000000	Yes		
707	coolmath-games.com	Mathematics	8900000	0.5	230000000	Yes		
708	vevo.com	Music Streams & Downloads	8900000	0.5	51000000	Yes		
709	shvoong.com	Arts & Entertainment	8900000	0.5	23000000	Yes		
710	fandango.com	Movie Listings & Theater Showtimes	8900000	0.5	98000000	Yes		
711	mayoclinic.com	Health Conditions	8900000	0.5	66000000	Yes		
712	zaycev.net	Music Streams & Downloads	8900000	0.5	410000000	Yes		
713	readnovel.com	E-Books	8900000	0.5	540000000	Yes		
714	thesun.co.uk	Newspapers	8900000	0.5	140000000	Yes		
715	atwiki.jp	Web Hosting & Domain Registration	8900000	0.5	210000000	Yes		
716	yesky.com	Computers & Electronics	8800000	0.5	74000000	Yes		
717	travelocity.com	Travel Agencies & Services	8800000	0.5	210000000	Yes		
718	livescore.com		8800000	0.5	720000000	Yes		
719	ovi.com	Mobile Apps & Add-Ons	8800000	0.5	250000000	No		
720	vnexpress.net	News	8800000	0.5	600000000	Yes		
721	kp.ru	News	8800000	0.5	80000000	Yes		
722	stumbleupon.com	Web Apps & Online Tools	8300000	0.4	230000000	Yes		
723	discovery.com	TV Networks & Stations	8300000	0.4	73000000	Yes		
724	bahn.de	Bus & Rail	8300000	0.4	170000000	Yes		
725	topix.com	Local News	8300000	0.4	110000000	Yes		
726	noaa.gov	Water & Marine Sciences	8300000	0.4	130000000	No		
727	shangdu.com		8300000	0.4	98000000	Yes		
728	programas-gratis.net	Software	8300000	0.4	51000000	Yes		
729	trulia.com	Real Estate Listings	8300000	0.4	250000000	Yes		
730	repubblica.it	Politics	8300000	0.4	370000000	Yes		
731	associatedcontent.com	General Reference	8300000	0.4	31000000	Yes		
732	goal.com	Soccer	8300000	0.4	120000000	Yes		
733	archive.org	General Reference	8300000	0.4	80000000	No		
734	pclady.com.cn	Fashion & Style	8300000	0.4	140000000	Yes		
735	ibm.com	Computers & Electronics	8200000	0.4	170000000	No		
736	nationalgeographic.com	Magazines	8200000	0.4	88000000	Yes		
737	digg.com	Online Communities	8200000	0.4	50000000	Yes		
738	iciba.com	Language Resources	8200000	0.4	110000000	Yes		
739	wwe.com	Sports	8200000	0.4	140000000	Yes		
740	videosurf.com	Online Video	8200000	0.4	89000000	Yes		
741	gismeteo.ru	Weather	8200000	0.4	140000000	Yes		
742	myvideo.de	Online Video	8200000	0.4	110000000	Yes		
743	partypoker.fr		8200000	0.4	42000000	Yes		
744	usbank.com	Banking	8200000	0.4	440000000	No		
745	xcar.com.cn	Autos & Vehicles	8200000	0.4	310000000	Yes		
746	bleacherreport.com	American Football	8200000	0.4	300000000	Yes		
747	geocities.co.jp	Web Hosting & Domain Registration	8200000	0.4	41000000	Yes		
748	rtl.de	TV Networks & Stations	8200000	0.4	140000000	Yes		
749	drugs.com	Health	8200000	0.4	45000000	Yes		
750	haodf.com	Hospitals & Treatment Centers	8200000	0.4	81000000	No		
751	chinadaily.com.cn	News	8200000	0.4	55000000	Yes		
752	juegosdiarios.com	Casual Games	8200000	0.4	230000000	Yes		
753	directv.com	Cable & Satellite Providers	8200000	0.4	140000000	No		
754	argos.co.uk	Mass Merchants & Department Stores	8200000	0.4	170000000	Yes		
755	yam.com	Web Portals	8200000	0.4	230000000	Yes		
756	urbandictionary.com	Humor	8200000	0.4	41000000	Yes		
757	corriere.it	Newspapers	8200000	0.4	330000000	Yes		
758	gifts.com	Gifts	8200000	0.4	28000000	Yes		
759	qqgexing.com	Social Network Apps & Add-Ons	8200000	0.4	720000000	Yes		
760	autoscout24.de	Vehicle Shopping	8200000	0.4	800000000	Yes		
761	24quan.com	Coupons & Discount Offers	8200000	0.4	34000000	No		
762	jimdo.com	Web Design & Development	8200000	0.4	89000000	Yes		
763	readme.ru	News	8200000	0.4	81000000	Yes		
764	360doc.com	Social Sciences	8200000	0.4	61000000	Yes		
765	9ku.com	Music Streams & Downloads	8100000	0.4	120000000	Yes		
766	kapook.com	Web Portals	8100000	0.4	170000000	Yes		
767	piriform.com	Software Utilities	8100000	0.4	34000000	Yes		
768	suning.cn	Home Appliances	8100000	0.4	66000000	No		
769	guiaconsumidor.com		8100000	0.4	28000000	No		
770	grepolis.com	Massive Multiplayer	8100000	0.4	1300000000	No		
771	worldslastchance.com	Christianity	8100000	0.4	16000000	Yes		
772	ya.ru	Search Engines	8100000	0.4	120000000	Yes		
773	infospace.com	Search Engines	8100000	0.4	73000000	No		
774	jxedt.com	Vehicle Licensing & Registration	8100000	0.4	270000000	Yes		
775	pcgames.com.cn	Online Games	8100000	0.4	67000000	Yes		
776	examiner.com	News	8100000	0.4	41000000	Yes		
777	snapdeal.com	Coupons & Discount Offers	8100000	0.4	31000000	Yes		
778	cooks.com	Cooking & Recipes	8100000	0.4	99000000	Yes		
779	cbs.com	TV Shows & Programs	8100000	0.4	110000000	Yes		
780	usenet.nl	File Sharing & Hosting	8100000	0.4	21000000	No		
781	made-in-china.com	Business & Industrial	8100000	0.4	62000000	Yes		
782	cnxad.com		8100000	0.4	21000000	No		
783	partypoker.it		8100000	0.4	38000000	Yes		
784	lenovo.com	Computer Hardware	8100000	0.4	130000000	Yes		
785	engadget.com	Consumer Electronics	8100000	0.4	54000000	Yes		
786	888.com		8100000	0.4	17000000	Yes		
787	ziddu.com	Photo & Video Sharing	8100000	0.4	66000000	Yes		
788	city-data.com	Real Estate	8100000	0.4	38000000	Yes		
789	juchang.com	Movies	8100000	0.4	73000000	Yes		
790	marktplaats.nl	Classifieds	8100000	0.4	1700000000	Yes		
791	appspot.com	Web Apps & Online Tools	8100000	0.4	56000000	Yes		
792	milliyet.com.tr	Newspapers	8100000	0.4	970000000	Yes		
793	ebay.com.au	Auctions	8100000	0.4	1300000000	Yes		
794	shockwave.com	Casual Games	8100000	0.4	82000000	Yes		
795	mercadolibre.com.ar	Classifieds	8000000	0.4	490000000	Yes		
796	immobilienscout24.de	Real Estate Listings	8000000	0.4	450000000	Yes		
797	catho.com.br	Jobs	8000000	0.4	110000000	Yes		
798	galeon.com	Web Hosting & Domain Registration	8000000	0.4	28000000	Yes		
799	cctv.com	TV & Video	7600000	0.4	34000000	Yes		
800	submarino.com.br	Shopping Portals & Search Engines	7500000	0.4	99000000	Yes		
801	pchome.com.tw	Web Portals	7500000	0.4	380000000	Yes		
802	123people.com	People Search	7500000	0.4	24000000	Yes		
803	priceminister.com	Shopping	7500000	0.4	140000000	Yes		
804	tf1.fr	TV Networks & Stations	7500000	0.4	160000000	Yes		
805	nordstrom.com	Mass Merchants & Department Stores	7500000	0.4	210000000	No		
806	wer-kennt-wen.de	Social Networks	7500000	0.4	2500000000	Yes		
807	king.com	Online Games	7500000	0.4	860000000	Yes		
808	virginmedia.com	News	7500000	0.4	310000000	Yes		
809	utorrent.com	Multimedia Software	7500000	0.4	46000000	No		
810	bt.com	Service Providers	7500000	0.4	160000000	Yes		
811	aol.co.uk	Web Portals	7500000	0.4	170000000	Yes		
812	bb.com.br	Banking	7500000	0.4	310000000	No		
813	pole-emploi.fr	Welfare & Unemployment	7500000	0.4	780000000	No		
814	rayli.com.cn	Beauty & Fitness	7500000	0.4	210000000	Yes		
815	meteofrance.com	Weather	7500000	0.4	110000000	Yes		
816	stayfriends.de	Social Networks	7500000	0.4	190000000	Yes		
817	ekolay.net	Web Portals	7500000	0.4	330000000	Yes		
818	businessweek.com	Business & Industrial	7500000	0.4	31000000	Yes		
819	rutracker.org		7500000	0.4	410000000	Yes		
820	newgrounds.com	Casual Games	7500000	0.4	97000000	Yes		
821	privalia.com	Apparel	7500000	0.4	110000000	Yes		
822	netshoes.com.br	Footwear	7500000	0.4	120000000	Yes		
823	walgreens.com	Mass Merchants & Department Stores	7500000	0.4	210000000	Yes		
824	52pk.com	Online Games	7500000	0.4	80000000	Yes		
825	news.cn	Anime & Manga	7500000	0.4	45000000	Yes		
826	eonline.com	Arts & Entertainment	7500000	0.4	120000000	Yes		
827	gamezer.com	Massive Multiplayer	7500000	0.4	110000000	Yes		
828	groupalia.com	Travel	7500000	0.4	34000000	No		
829	grooveshark.com	Music Streams & Downloads	7500000	0.4	210000000	Yes		
830	usazm.net		7500000	0.4	17000000	No		
831	sciencedirect.com	Science	7500000	0.4	66000000	Yes		
832	torrentreactor.net	File Sharing & Hosting	7500000	0.4	26000000	Yes		
