"term","frequency","density","occurrence"
"descrambler",16,0.000240449640828349,0.004
"deserves",2,3.00562051035436e-05,0.002
"design",6,9.01686153106309e-05,0.006
"designated",4,6.01124102070873e-05,0.002
"designed",4,6.01124102070873e-05,0.002
"designer",4,6.01124102070873e-05,0.004
"desire",2,3.00562051035436e-05,0.002
"desmond",2,3.00562051035436e-05,0.002
"desperate",2,3.00562051035436e-05,0.002
"despite",5,7.51405127588591e-05,0.002
"detailatd",6,9.01686153106309e-05,0.002
"detailed",2,3.00562051035436e-05,0.002
"details",9,0.000135252922965946,0.006
"determined",2,3.00562051035436e-05,0.002
"deux",4,6.01124102070873e-05,0.004
"develop",8,0.000120224820414175,0.008
"developing",2,3.00562051035436e-05,0.002
"development",8,0.000120224820414175,0.006
"développé",4,6.01124102070873e-05,0.004
"développement",8,0.000120224820414175,0.004
"dhs",4,6.01124102070873e-05,0.004
"diabetes",10,0.000150281025517718,0.006
"diabetic",6,9.01686153106309e-05,0.004
"dial",8,0.000120224820414175,0.004
"diamond",2,3.00562051035436e-05,0.002
"diamonds",4,6.01124102070873e-05,0.004
"dich",2,3.00562051035436e-05,0.002
"didnt",13,0.000195365333173034,0.01
"die",4,6.01124102070873e-05,0.002
"died",10,0.000150281025517718,0.008
"diego",6,9.01686153106309e-05,0.002
"diet",2,3.00562051035436e-05,0.002
"dieting",11,0.00016530912806949,0.008
"differences",2,3.00562051035436e-05,0.002
"différents",4,6.01124102070873e-05,0.004
"difficult",6,9.01686153106309e-05,0.006
"digit",2,3.00562051035436e-05,0.002
"digital",6,9.01686153106309e-05,0.006
"digitized",2,3.00562051035436e-05,0.002
"dik",2,3.00562051035436e-05,0.002
"diminish",2,3.00562051035436e-05,0.002
"dining",2,3.00562051035436e-05,0.002
"diplomatic",5,7.51405127588591e-05,0.004
"direct",20,0.000300562051035436,0.012
"directed",4,6.01124102070873e-05,0.004
"directives",2,3.00562051035436e-05,0.002
"directly",2,3.00562051035436e-05,0.002
"director",2,3.00562051035436e-05,0.002
"directories",12,0.000180337230621262,0.008
"directory",8,0.000120224820414175,0.008
"dirigeant",4,6.01124102070873e-05,0.004
"dirty",3,4.50843076553154e-05,0.002
"disability",4,6.01124102070873e-05,0.004
"disbursementc",2,3.00562051035436e-05,0.002
"disc",2,3.00562051035436e-05,0.002
"disclerta",2,3.00562051035436e-05,0.002
"disconnected",3,4.50843076553154e-05,0.002
"discount",3,4.50843076553154e-05,0.002
"discounts",2,3.00562051035436e-05,0.002
"discourse",2,3.00562051035436e-05,0.002
"discover",19,0.000285533948483664,0.016
"discovered",8,0.000120224820414175,0.008
"discoverers",4,6.01124102070873e-05,0.002
"discovery",8,0.000120224820414175,0.008
"discredit",2,3.00562051035436e-05,0.002
"discuss",2,3.00562051035436e-05,0.002
"disease",6,9.01686153106309e-05,0.006
"diseasebr",2,3.00562051035436e-05,0.002
"dispensation",2,3.00562051035436e-05,0.002
"display",9,0.000135252922965946,0.002
"disputed",2,3.00562051035436e-05,0.002
"disregard",5,7.51405127588591e-05,0.004
"distinction",2,3.00562051035436e-05,0.002
"distorted",2,3.00562051035436e-05,0.002
"distribute",3,4.50843076553154e-05,0.002
"distribution",2,3.00562051035436e-05,0.002
"distributor",2,3.00562051035436e-05,0.002
"div",301,0.00452345886808332,0.09
"divdiv",2,3.00562051035436e-05,0.002
"diversified",6,9.01686153106309e-05,0.002
"divfont",20,0.000300562051035436,0.004
"divoire",5,7.51405127588591e-05,0.002
"divoire",3,4.50843076553154e-05,0.002
"divorie",5,7.51405127588591e-05,0.002
"divstrongfont",2,3.00562051035436e-05,0.002
"dmaptd",2,3.00562051035436e-05,0.002
"dmm",12,0.000180337230621262,0.002
"docement",2,3.00562051035436e-05,0.002
"doctor",12,0.000180337230621262,0.006
"doctors",2,3.00562051035436e-05,0.002
"document",11,0.00016530912806949,0.004
"documentary",2,3.00562051035436e-05,0.002
"documents",26,0.000390730666346067,0.014
"doesnt",10,0.000150281025517718,0.008
"dollar",2,3.00562051035436e-05,0.002
"dollars",94,0.00141264163986655,0.05
"dollarssix",2,3.00562051035436e-05,0.002
"dom",10,0.000150281025517718,0.002
"domain",60,0.000901686153106309,0.016
"domains",10,0.000150281025517718,0.01
"dominate",2,3.00562051035436e-05,0.002
"domination",2,3.00562051035436e-05,0.002
"dominion",6,9.01686153106309e-05,0.002
"don",2,3.00562051035436e-05,0.002
"donation",5,7.51405127588591e-05,0.002
"dont",8,0.000120224820414175,0.008
"dont",180,0.00270505845931893,0.136
"dosages",3,4.50843076553154e-05,0.002
"dot",4,6.01124102070873e-05,0.004
"double",4,6.01124102070873e-05,0.004
"doubletree",2,3.00562051035436e-05,0.002
"downline",3,4.50843076553154e-05,0.002
"download",10,0.000150281025517718,0.008
"downloadfontbabr",2,3.00562051035436e-05,0.002
"draft",6,9.01686153106309e-05,0.006
"dramatically",4,6.01124102070873e-05,0.004
"draw",4,6.01124102070873e-05,0.004
"draws",3,4.50843076553154e-05,0.002
"drc",6,9.01686153106309e-05,0.006
"dre",2,3.00562051035436e-05,0.002
"dreaming",2,3.00562051035436e-05,0.002
"dreams",2,3.00562051035436e-05,0.002
"drive",45,0.000676264614829732,0.01
"drivep",2,3.00562051035436e-05,0.002
"driving",4,6.01124102070873e-05,0.002
"drop",2,3.00562051035436e-05,0.002
"drops",14,0.000210393435724805,0.002
"drug",7,0.000105196717862403,0.006
"drugs",5,7.51405127588591e-05,0.002
"dthd",2,3.00562051035436e-05,0.002
"duba",3,4.50843076553154e-05,0.002
"due",32,0.000480899281656698,0.028
"dune",6,9.01686153106309e-05,0.004
"duo",2,3.00562051035436e-05,0.002
"duty",2,3.00562051035436e-05,0.002
"dvd",37,0.000556039794415557,0.012
"dvdcopyplus",4,6.01124102070873e-05,0.004
"dvds",6,9.01686153106309e-05,0.004
"ê¾àì",2,3.00562051035436e-05,0.002
"earlier",3,4.50843076553154e-05,0.002
"earn",35,0.000525983589312014,0.012
"earned",3,4.50843076553154e-05,0.002
"earnings",4,6.01124102070873e-05,0.004
"ease",2,3.00562051035436e-05,0.002
"easily",14,0.000210393435724805,0.014
"east",4,6.01124102070873e-05,0.002
"easy",48,0.000721348922485047,0.042
"easyadpost",2,3.00562051035436e-05,0.002
"easyadpostcom",7,0.000105196717862403,0.002
"eat",2,3.00562051035436e-05,0.002
"ebay",24,0.000360674461242524,0.004
"ebay",11,0.00016530912806949,0.002
"eboka",2,3.00562051035436e-05,0.002
"ebook",32,0.000480899281656698,0.018
"ebooks",6,9.01686153106309e-05,0.004
"ëçñ",3,4.50843076553154e-05,0.002
"economic",8,0.000120224820414175,0.006
"ecoupon",5,7.51405127588591e-05,0.002
"ecourse",7,0.000105196717862403,0.002
"edge",2,3.00562051035436e-05,0.002
"editionbfonta",3,4.50843076553154e-05,0.002
"editor",2,3.00562051035436e-05,0.002
"education",11,0.00016530912806949,0.008
"edward",4,6.01124102070873e-05,0.004
"èè²à",2,3.00562051035436e-05,0.002
"eeaafefbe",3,4.50843076553154e-05,0.002
"eee",4,6.01124102070873e-05,0.002
"effect",2,3.00562051035436e-05,0.002
"effective",16,0.000240449640828349,0.014
"effectively",6,9.01686153106309e-05,0.004
"effort",25,0.000375702563794295,0.024
"efforts",3,4.50843076553154e-05,0.002
"eft",2,3.00562051035436e-05,0.002
"également",4,6.01124102070873e-05,0.004
"eia",4,6.01124102070873e-05,0.002
"eighth",6,9.01686153106309e-05,0.006
"ein",7,0.000105196717862403,0.004
"éîûúêðàèëððêµòµóðïþ¹ë¾",3,4.50843076553154e-05,0.002
"ejaculation",2,3.00562051035436e-05,0.002
"ejoh",2,3.00562051035436e-05,0.002
"elderly",4,6.01124102070873e-05,0.004
"electric",6,9.01686153106309e-05,0.004
"electronic",6,9.01686153106309e-05,0.006
"electronics",3,4.50843076553154e-05,0.002
"elegant",2,3.00562051035436e-05,0.002
"eligible",2,3.00562051035436e-05,0.002
"eliminate",2,3.00562051035436e-05,0.002
"eliminates",2,3.00562051035436e-05,0.002
"elite",5,7.51405127588591e-05,0.002
"else",10,0.000150281025517718,0.01
"elsewhere",2,3.00562051035436e-05,0.002
"email",661,0.00993357578672117,0.262
"emaile",3,4.50843076553154e-05,0.002
"emailer",4,6.01124102070873e-05,0.004
"emailing",9,0.000135252922965946,0.006
"emailrewardz",4,6.01124102070873e-05,0.002
"emails",172,0.00258483363890475,0.046
"emailsbreach",2,3.00562051035436e-05,0.002
"embassy",6,9.01686153106309e-05,0.004
"embodied",2,3.00562051035436e-05,0.002
"emperor",2,3.00562051035436e-05,0.002
"empire",2,3.00562051035436e-05,0.002
"employees",4,6.01124102070873e-05,0.004
"employment",3,4.50843076553154e-05,0.002
"empty",4,6.01124102070873e-05,0.002
"enable",2,3.00562051035436e-05,0.002
"encourage",2,3.00562051035436e-05,0.002
"endeavor",2,3.00562051035436e-05,0.002
"endeavour",4,6.01124102070873e-05,0.002
"endeavourbr",2,3.00562051035436e-05,0.002
"endifopopspanp",2,3.00562051035436e-05,0.002
"endlessfontfontblockquote",6,9.01686153106309e-05,0.006
"endow",8,0.000120224820414175,0.002
"eneenkio",41,0.000616152204622644,0.002
"enemy",6,9.01686153106309e-05,0.006
"enenkio",123,0.00184845661386793,0.002
"enenkiowebtvnet",6,9.01686153106309e-05,0.002
"energization",3,4.50843076553154e-05,0.002
"engage",2,3.00562051035436e-05,0.002
"engaged",2,3.00562051035436e-05,0.002
"engineering",2,3.00562051035436e-05,0.002
"engines",19,0.000285533948483664,0.01
"enhanced",5,7.51405127588591e-05,0.004
"enhancement",6,9.01686153106309e-05,0.002
"enhances",3,4.50843076553154e-05,0.002
"enjoy",4,6.01124102070873e-05,0.004
"enjoyed",4,6.01124102070873e-05,0.002
"enlargement",5,7.51405127588591e-05,0.002
"enlighten",2,3.00562051035436e-05,0.002
"ensure",6,9.01686153106309e-05,0.006
"ensuring",2,3.00562051035436e-05,0.002
"enter",7,0.000105196717862403,0.006
"entertainment",6,9.01686153106309e-05,0.006
"entire",12,0.000180337230621262,0.012
"entirely",2,3.00562051035436e-05,0.002
"entities",2,3.00562051035436e-05,0.002
"entitled",10,0.000150281025517718,0.01
"entreprise",6,9.01686153106309e-05,0.004
"entreprises",14,0.000210393435724805,0.004
"enus",8,0.000120224820414175,0.002
"envelope",12,0.000180337230621262,0.008
"environment",2,3.00562051035436e-05,0.002
"environmental",13,0.000195365333173034,0.012
"ephedrine",2,3.00562051035436e-05,0.002
"epson",4,6.01124102070873e-05,0.004
"eqnprod",6,9.01686153106309e-05,0.002
"eqnsum",5,7.51405127588591e-05,0.002
"equal",2,3.00562051035436e-05,0.002
"equally",2,3.00562051035436e-05,0.002
"equals",2,3.00562051035436e-05,0.002
"equipment",2,3.00562051035436e-05,0.002
"equity",8,0.000120224820414175,0.006
"erisa",2,3.00562051035436e-05,0.002
"erotica",2,3.00562051035436e-05,0.002
"erroneous",2,3.00562051035436e-05,0.002
"error",8,0.000120224820414175,0.008
"errors",2,3.00562051035436e-05,0.002
"espace",4,6.01124102070873e-05,0.004
"essences",2,3.00562051035436e-05,0.002
"est",22,0.00033061825613898,0.004
"establish",6,9.01686153106309e-05,0.004
"established",14,0.000210393435724805,0.004
"establishes",2,3.00562051035436e-05,0.002
"establishing",2,3.00562051035436e-05,0.002
"establishment",7,0.000105196717862403,0.002
"estate",27,0.000405758768897839,0.01
"estates",2,3.00562051035436e-05,0.002
"estimates",10,0.000150281025517718,0.01
"etc",10,0.000150281025517718,0.006
"etcfontdiv",2,3.00562051035436e-05,0.002
"ethical",4,6.01124102070873e-05,0.002
"ethics",4,6.01124102070873e-05,0.004
"eudoraautourl",2,3.00562051035436e-05,0.002
"euro",12,0.000180337230621262,0.004
"europe",4,6.01124102070873e-05,0.004
"european",6,9.01686153106309e-05,0.006
"eurosmin",4,6.01124102070873e-05,0.004
"evaluation",8,0.000120224820414175,0.008
"event",8,0.000120224820414175,0.004
"events",8,0.000120224820414175,0.002
"evidence",3,4.50843076553154e-05,0.002
"exact",6,9.01686153106309e-05,0.006
"exactly",3,4.50843076553154e-05,0.002
"example",12,0.000180337230621262,0.012
"exceed",3,4.50843076553154e-05,0.002
"exceeds",2,3.00562051035436e-05,0.002
"excel",4,6.01124102070873e-05,0.004
"excellence",2,3.00562051035436e-05,0.002
"excels",2,3.00562051035436e-05,0.002
"except",4,6.01124102070873e-05,0.004
"exceptional",2,3.00562051035436e-05,0.002
"excess",17,0.000255477743380121,0.014
"exchange",2,3.00562051035436e-05,0.002
"exchanging",4,6.01124102070873e-05,0.004
"exclude",2,3.00562051035436e-05,0.002
"exclusion",2,3.00562051035436e-05,0.002
"exclusions",2,3.00562051035436e-05,0.002
"exclusive",2,3.00562051035436e-05,0.002
"executed",6,9.01686153106309e-05,0.006
"execution",2,3.00562051035436e-05,0.002
"executive",5,7.51405127588591e-05,0.004
"executives",2,3.00562051035436e-05,0.002
"exercise",8,0.000120224820414175,0.008
"exercised",4,6.01124102070873e-05,0.004
"exercises",3,4.50843076553154e-05,0.002
"exhibition",6,9.01686153106309e-05,0.004
"exhibitions",2,3.00562051035436e-05,0.002
"exile",5,7.51405127588591e-05,0.002
"exist",5,7.51405127588591e-05,0.004
"existence",6,9.01686153106309e-05,0.004
"existing",8,0.000120224820414175,0.008
"exists",10,0.000150281025517718,0.004
"exotic",8,0.000120224820414175,0.002
"exp",2,3.00562051035436e-05,0.002
"expand",12,0.000180337230621262,0.006
"expansionism",3,4.50843076553154e-05,0.002
"expected",5,7.51405127588591e-05,0.004
"expel",2,3.00562051035436e-05,0.002
"expenses",8,0.000120224820414175,0.008
"expensive",4,6.01124102070873e-05,0.004
"experience",4,6.01124102070873e-05,0.004
"experiences",2,3.00562051035436e-05,0.002
"expert",6,9.01686153106309e-05,0.006
"expired",2,3.00562051035436e-05,0.002
"expires",4,6.01124102070873e-05,0.004
"expiress",2,3.00562051035436e-05,0.002
"explorer",2,3.00562051035436e-05,0.002
"explorers",3,4.50843076553154e-05,0.002
"exportable",4,6.01124102070873e-05,0.002
"express",8,0.000120224820414175,0.008
"ext",22,0.00033061825613898,0.022
"extended",26,0.000390730666346067,0.014
"external",2,3.00562051035436e-05,0.002
"extra",2,3.00562051035436e-05,0.002
"extracts",3,4.50843076553154e-05,0.002
"extreme",5,7.51405127588591e-05,0.002
"extremely",2,3.00562051035436e-05,0.002
"face¼²",2,3.00562051035436e-05,0.002
"face¼²span",27,0.000405758768897839,0.002
"facearial",242,0.00363680081752878,0.078
"faceariala",3,4.50843076553154e-05,0.002
"facearialexhibitions",2,3.00562051035436e-05,0.002
"facearialfont",44,0.00066123651227796,0.008
"facearialfontnbspdiv",3,4.50843076553154e-05,0.002
"facearialfontstrongnbspdiv",3,4.50843076553154e-05,0.002
"facearialfonttdfont",2,3.00562051035436e-05,0.002
"facearialhelvetica",14,0.000210393435724805,0.01
"facearialhelveticafont",4,6.01124102070873e-05,0.004
"facearialhelveticahelvetica",2,3.00562051035436e-05,0.002
"facearialinput",8,0.000120224820414175,0.002
"facearialtd",5,7.51405127588591e-05,0.002
"facearialwe",4,6.01124102070873e-05,0.004
"facebr",8,0.000120224820414175,0.004
"facecomic",2,3.00562051035436e-05,0.002
"facecourier",28,0.000420786871449611,0.004
"faced",29,0.000435814974001383,0.026
"facedarial",328,0.00492921763698115,0.108
"facedarialbr",10,0.000150281025517718,0.01
"facedarialbwe",2,3.00562051035436e-05,0.002
"facedarialfont",9,0.000135252922965946,0.004
"facedarialfontnbspp",2,3.00562051035436e-05,0.002
"facedarialopopfontspanp",2,3.00562051035436e-05,0.002
"facedarialspan",49,0.000736377025036819,0.004
"facedarialstrong",3,4.50843076553154e-05,0.002
"facedarialstrongyou",2,3.00562051035436e-05,0.002
"facedcentury",8,0.000120224820414175,0.008
"facedcopperplate",3,4.50843076553154e-05,0.002
"facedgeneva",9,0.000135252922965946,0.004
"facedgeorgia",3,4.50843076553154e-05,0.002
"facedimpact",6,9.01686153106309e-05,0.004
"facedlucida",6,9.01686153106309e-05,0.004
"facedtah",2,3.00562051035436e-05,0.002
"facedtahoma",170,0.00255477743380121,0.036
"facedtahomabr",2,3.00562051035436e-05,0.002
"facedtahomafont",4,6.01124102070873e-05,0.002
"facedtimes",16,0.000240449640828349,0.01
"facedverdana",185,0.00278019897207779,0.054
"facegeneva",4,6.01124102070873e-05,0.004
"facehelvetica",8,0.000120224820414175,0.002
"facelucida",2,3.00562051035436e-05,0.002
"facemicrosoft",5,7.51405127588591e-05,0.002
"facetahoma",47,0.000706320819933275,0.012
"facetahomaarialhelvetica",4,6.01124102070873e-05,0.004
"facetimes",19,0.000285533948483664,0.01
"faceverdana",260,0.00390730666346067,0.05
"faceverdanaa",51,0.000766433230140362,0.006
"faceverdanabr",6,9.01686153106309e-05,0.006
"faceverdanafont",315,0.00473385230380812,0.006
"facilitate",2,3.00562051035436e-05,0.002
"factor",6,9.01686153106309e-05,0.002
"factors",15,0.000225421538276577,0.006
"fail",2,3.00562051035436e-05,0.002
"failed",13,0.000195365333173034,0.008
"failure",2,3.00562051035436e-05,0.002
"fair",2,3.00562051035436e-05,0.002
"faire",4,6.01124102070873e-05,0.004
"falana",9,0.000135252922965946,0.006
"fall",2,3.00562051035436e-05,0.002
"falomo",2,3.00562051035436e-05,0.002
"false",21,0.000315590153587208,0.008
"families",2,3.00562051035436e-05,0.002
"family",28,0.000420786871449611,0.02
"familysansserif",22,0.00033061825613898,0.004
"familytahoma",2,3.00562051035436e-05,0.002
"fancy",4,6.01124102070873e-05,0.004
"fantasy",2,3.00562051035436e-05,0.002
"farm",10,0.000150281025517718,0.008
"farmers",19,0.000285533948483664,0.01
"farms",6,9.01686153106309e-05,0.006
"faso",2,3.00562051035436e-05,0.002
"fast",9,0.000135252922965946,0.008
"faster",2,3.00562051035436e-05,0.002
"fastest",4,6.01124102070873e-05,0.004
"fat",4,6.01124102070873e-05,0.004
"father",42,0.000631180307174416,0.02
"fathers",2,3.00562051035436e-05,0.002
"fathers",8,0.000120224820414175,0.008
"fatherwhen",2,3.00562051035436e-05,0.002
"favor",2,3.00562051035436e-05,0.002
"fax",48,0.000721348922485047,0.024
"fear",2,3.00562051035436e-05,0.002
"feature",5,7.51405127588591e-05,0.004
"featurepacked",28,0.000420786871449611,0.028
"features",6,9.01686153106309e-05,0.006
"february",6,9.01686153106309e-05,0.002
"federal",55,0.00082654564034745,0.022
"fedex",5,7.51405127588591e-05,0.004
"fee",10,0.000150281025517718,0.006
"feel",21,0.000315590153587208,0.016
"feeling",2,3.00562051035436e-05,0.002
"fees",21,0.000315590153587208,0.016
"female",7,0.000105196717862403,0.006
"femalebr",4,6.01124102070873e-05,0.004
"females",3,4.50843076553154e-05,0.002
"femi",4,6.01124102070873e-05,0.004
"ferocity",11,0.00016530912806949,0.002
"ffcc",2,3.00562051035436e-05,0.002
"ffclick",2,3.00562051035436e-05,0.002
"ffff",4,6.01124102070873e-05,0.002
"ffffc",18,0.000270505845931893,0.002
"ffffcc",16,0.000240449640828349,0.016
"ffffespanspan",2,3.00562051035436e-05,0.002
"ffffff",2,3.00562051035436e-05,0.002
"fffffffont",3,4.50843076553154e-05,0.002
"fffffont",2,3.00562051035436e-05,0.002
"fffont",2,3.00562051035436e-05,0.002
"ffh",10,0.000150281025517718,0.002
"ffhfont",7,0.000105196717862403,0.002
"field",3,4.50843076553154e-05,0.002
"fifties",4,6.01124102070873e-05,0.004
"fighting",2,3.00562051035436e-05,0.002
"figure",6,9.01686153106309e-05,0.006
"figures",2,3.00562051035436e-05,0.002
"file",19,0.000285533948483664,0.01
"files",2,3.00562051035436e-05,0.002
"fill",56,0.000841573742899221,0.056
"finalized",4,6.01124102070873e-05,0.004
"finally",11,0.00016530912806949,0.01
"finance",5,7.51405127588591e-05,0.004
"financement",8,0.000120224820414175,0.004
"financial",88,0.00132247302455592,0.054
"financially",4,6.01124102070873e-05,0.004
"financing",2,3.00562051035436e-05,0.002
"findand",2,3.00562051035436e-05,0.002
"finders",8,0.000120224820414175,0.004
"finest",3,4.50843076553154e-05,0.002
"fire",7,0.000105196717862403,0.004
"firm",4,6.01124102070873e-05,0.004
"firstyear",4,6.01124102070873e-05,0.002
"fiscal",3,4.50843076553154e-05,0.002
"fit",6,9.01686153106309e-05,0.006
"fitness",8,0.000120224820414175,0.004
"five",18,0.000270505845931893,0.014
"fivedollar",8,0.000120224820414175,0.004
"fixed",6,9.01686153106309e-05,0.006
"flash",3,4.50843076553154e-05,0.002
"flight",3,4.50843076553154e-05,0.002
"floppy",9,0.000135252922965946,0.002
"florida",2,3.00562051035436e-05,0.002
"flow",3,4.50843076553154e-05,0.002
"flowering",2,3.00562051035436e-05,0.002
"floweringtops",2,3.00562051035436e-05,0.002
"flowertops",3,4.50843076553154e-05,0.002
"fly",5,7.51405127588591e-05,0.004
"flyer",2,3.00562051035436e-05,0.002
"foam",10,0.000150281025517718,0.002
"focus",2,3.00562051035436e-05,0.002
"folks",4,6.01124102070873e-05,0.004
"follow",44,0.00066123651227796,0.02
"followed",15,0.000225421538276577,0.014
"following",58,0.000871629948002765,0.032
"follows",2,3.00562051035436e-05,0.002
"font",867,0.0130293649123862,0.262
"fonta",6,9.01686153106309e-05,0.006
"fontb",4,6.01124102070873e-05,0.004
"fontbfont",10,0.000150281025517718,0.008
"fontbr",5,7.51405127588591e-05,0.004
"fontbtbodytrtable",2,3.00562051035436e-05,0.002
"fontbtd",13,0.000195365333173034,0.008
"fontbtdtd",5,7.51405127588591e-05,0.002
"fontbtdtr",6,9.01686153106309e-05,0.004
"fontcentertabletbodytrtd",3,4.50843076553154e-05,0.002
"fontface",2,3.00562051035436e-05,0.002
"fontfamily",156,0.0023443839980764,0.028
"fontfamilyarialhelveticasansserif",4,6.01124102070873e-05,0.002
"fontfamilytahoma",9,0.000135252922965946,0.002
"fontfamilytimes",2,3.00562051035436e-05,0.002
"fontfont",151,0.00226924348531754,0.052
"fontfontbblockquote",15,0.000225421538276577,0.006
"fontfontfont",4,6.01124102070873e-05,0.002
"fontfontfontp",2,3.00562051035436e-05,0.002
"fonth",6,9.01686153106309e-05,0.002
"fonthbr",2,3.00562051035436e-05,0.002
"fonthstrong",5,7.51405127588591e-05,0.002
"fonti",2,3.00562051035436e-05,0.002
"fontifont",24,0.000360674461242524,0.024
"fontlifont",2,3.00562051035436e-05,0.002
"fontp",25,0.000375702563794295,0.016
"fontptd",2,3.00562051035436e-05,0.002
"fontsize",56,0.000841573742899221,0.016
"fontsizept",11,0.00016530912806949,0.004
"fontsizepx",4,6.01124102070873e-05,0.002
"fontsmallp",3,4.50843076553154e-05,0.002
"fontspan",3,4.50843076553154e-05,0.002
"fontspanp",3,4.50843076553154e-05,0.002
"fontstrong",2,3.00562051035436e-05,0.002
"fontstyle",4,6.01124102070873e-05,0.002
"fonttd",26,0.000390730666346067,0.016
"fonttdtr",10,0.000150281025517718,0.006
"fontweight",14,0.000210393435724805,0.01
"fontweightbold",4,6.01124102070873e-05,0.002
"fontweightnormal",6,9.01686153106309e-05,0.002
"force",12,0.000180337230621262,0.006
"forced",4,6.01124102070873e-05,0.004
"forces",3,4.50843076553154e-05,0.002
"foreign",41,0.000616152204622644,0.026
"forever",6,9.01686153106309e-05,0.006
"forge",6,9.01686153106309e-05,0.004
"forget",2,3.00562051035436e-05,0.002
"form",227,0.0034113792792522,0.124
"formabfontfont",2,3.00562051035436e-05,0.002
"formal",17,0.000255477743380121,0.008
"formally",3,4.50843076553154e-05,0.002
"formastrongbigbigfontp",2,3.00562051035436e-05,0.002
"format",14,0.000210393435724805,0.012
"former",10,0.000150281025517718,0.008
"forms",11,0.00016530912806949,0.008
"formulation",4,6.01124102070873e-05,0.002
"forth",4,6.01124102070873e-05,0.002
"fortune",10,0.000150281025517718,0.008
"forty",9,0.000135252922965946,0.006
"forum",8,0.000120224820414175,0.004
"forward",2,3.00562051035436e-05,0.002
"found",10,0.000150281025517718,0.008
"foundations",6,9.01686153106309e-05,0.006
"founded",2,3.00562051035436e-05,0.002
"founding",3,4.50843076553154e-05,0.002
"fragrance",4,6.01124102070873e-05,0.002
"français",2,3.00562051035436e-05,0.002
"france",14,0.000210393435724805,0.006
"franchise",6,9.01686153106309e-05,0.006
"francis",6,9.01686153106309e-05,0.002
"francisco",2,3.00562051035436e-05,0.002
"frankly",4,6.01124102070873e-05,0.004
"fraud",4,6.01124102070873e-05,0.002
"fraudulent",14,0.000210393435724805,0.002
"freakyfree",2,3.00562051035436e-05,0.002
"free",445,0.00668750563553846,0.202
"freeatd",14,0.000210393435724805,0.002
"freedom",12,0.000180337230621262,0.012
"freedombuilder",5,7.51405127588591e-05,0.002
"fresh",5,7.51405127588591e-05,0.004
"friend",16,0.000240449640828349,0.016
"friendly",2,3.00562051035436e-05,0.002
"friends",3,4.50843076553154e-05,0.002
"friendsearch",4,6.01124102070873e-05,0.002
"friendsearchcom",2,3.00562051035436e-05,0.002
"frontpage",4,6.01124102070873e-05,0.004
"fruition",3,4.50843076553154e-05,0.002
"frutcus",2,3.00562051035436e-05,0.002
"fullcolor",2,3.00562051035436e-05,0.002
"fulltime",2,3.00562051035436e-05,0.002
"fun",12,0.000180337230621262,0.012
"fund",49,0.000736377025036819,0.032
"funding",6,9.01686153106309e-05,0.004
"fundlong",2,3.00562051035436e-05,0.002
"funds",25,0.000375702563794295,0.016
"furthermore",4,6.01124102070873e-05,0.002
"future",46,0.000691292717381503,0.038
"futurs",4,6.01124102070873e-05,0.004
"gain",2,3.00562051035436e-05,0.002
"gained",4,6.01124102070873e-05,0.002
"gambling",2,3.00562051035436e-05,0.002
"game",13,0.000195365333173034,0.01
"gamme",4,6.01124102070873e-05,0.004
"garden",2,3.00562051035436e-05,0.002
"gardening",2,3.00562051035436e-05,0.002
"gateway",2,3.00562051035436e-05,0.002
"gbfontfonttdtrtrtd",2,3.00562051035436e-05,0.002
"gbfonttdtd",2,3.00562051035436e-05,0.002
"gen",2,3.00562051035436e-05,0.002
"generals",2,3.00562051035436e-05,0.002
"generate",12,0.000180337230621262,0.012
"generation",11,0.00016530912806949,0.002
"generations",3,4.50843076553154e-05,0.002
"generator",2,3.00562051035436e-05,0.002
"generic",4,6.01124102070873e-05,0.004
"genre",2,3.00562051035436e-05,0.002
"gentle",10,0.000150281025517718,0.002
"geographical",2,3.00562051035436e-05,0.002
"george",4,6.01124102070873e-05,0.002
"georgia",2,3.00562051035436e-05,0.002
"germany",6,9.01686153106309e-05,0.006
"gestion",8,0.000120224820414175,0.004
"getting",13,0.000195365333173034,0.012
"ghetto",15,0.000225421538276577,0.004
"gift",5,7.51405127588591e-05,0.002
"ginseng",4,6.01124102070873e-05,0.002
"girls",13,0.000195365333173034,0.008
"glad",2,3.00562051035436e-05,0.002
"glimpse",2,3.00562051035436e-05,0.002
"globe",2,3.00562051035436e-05,0.002
"gnarly",7,0.000105196717862403,0.002
"goal",2,3.00562051035436e-05,0.002
"goals",2,3.00562051035436e-05,0.002
"goat",2,3.00562051035436e-05,0.002
"god",4,6.01124102070873e-05,0.002
"goes",19,0.000285533948483664,0.014
"gold",13,0.000195365333173034,0.004
"golf",2,3.00562051035436e-05,0.002
"goodly",2,3.00562051035436e-05,0.002
"gothic",3,4.50843076553154e-05,0.002
"gourmet",4,6.01124102070873e-05,0.004
"government",176,0.00264494604911184,0.034
"governmentâ ",2,3.00562051035436e-05,0.002
"governmentfontfontblockquote",6,9.01686153106309e-05,0.006
"governments",3,4.50843076553154e-05,0.002
"grade",6,9.01686153106309e-05,0.006
"grand",6,9.01686153106309e-05,0.004
"grant",63,0.000946770460761624,0.006
"granted",6,9.01686153106309e-05,0.002
"grants",117,0.0017582879985573,0.006
"grantsfontfontfontbhcenter",6,9.01686153106309e-05,0.006
