"term","frequency","density","occurrence"
"concessions",2,9.41132182014964e-05,0.002
"concluded",2,9.41132182014964e-05,0.002
"conclusion",2,9.41132182014964e-05,0.002
"condition",2,9.41132182014964e-05,0.002
"conference",4,0.000188226436402993,0.004
"configuration",2,9.41132182014964e-05,0.002
"configure",11,0.00051762270010823,0.008
"confirmation",2,9.41132182014964e-05,0.002
"confirmed",4,0.000188226436402993,0.004
"confiscated",2,9.41132182014964e-05,0.002
"conflict",6,0.000282339654604489,0.004
"conglomerate",2,9.41132182014964e-05,0.002
"congress",5,0.000235283045503741,0.002
"congressional",12,0.000564679309208978,0.006
"conmen",5,0.000235283045503741,0.002
"connect",4,0.000188226436402993,0.004
"connecting",6,0.000282339654604489,0.006
"connection",8,0.000376452872805986,0.006
"connections",2,9.41132182014964e-05,0.002
"connectivity",4,0.000188226436402993,0.004
"connolly",2,9.41132182014964e-05,0.002
"conry",2,9.41132182014964e-05,0.002
"cons",2,9.41132182014964e-05,0.002
"consensual",2,9.41132182014964e-05,0.002
"conservative",4,0.000188226436402993,0.002
"consider",2,9.41132182014964e-05,0.002
"consistenty",2,9.41132182014964e-05,0.002
"console",2,9.41132182014964e-05,0.002
"consolettysn",2,9.41132182014964e-05,0.002
"consolidation",3,0.000141169827302245,0.002
"constant",2,9.41132182014964e-05,0.002
"constitutional",3,0.000141169827302245,0.002
"construction",2,9.41132182014964e-05,0.002
"consumer",7,0.000329396263705237,0.006
"consumers",9,0.000423509481906734,0.006
"contact",2,9.41132182014964e-05,0.002
"contacted",2,9.41132182014964e-05,0.002
"contain",4,0.000188226436402993,0.004
"contains",2,9.41132182014964e-05,0.002
"content",25,0.0011764152275187,0.01
"contentdisposition",2,9.41132182014964e-05,0.002
"contents",6,0.000282339654604489,0.006
"contenttransferencoding",8,0.000376452872805986,0.008
"contenttype",19,0.000894075572914216,0.018
"continent",2,9.41132182014964e-05,0.002
"continental",7,0.000329396263705237,0.002
"continentals",2,9.41132182014964e-05,0.002
"continued",2,9.41132182014964e-05,0.002
"continues",2,9.41132182014964e-05,0.002
"contract",13,0.000611735918309727,0.008
"contracts",5,0.000235283045503741,0.002
"contrada",4,0.000188226436402993,0.002
"contradas",2,9.41132182014964e-05,0.002
"contrary",2,9.41132182014964e-05,0.002
"contrat",2,9.41132182014964e-05,0.002
"contribute",2,9.41132182014964e-05,0.002
"contributing",2,9.41132182014964e-05,0.002
"contributor",6,0.000282339654604489,0.002
"contrived",2,9.41132182014964e-05,0.002
"control",12,0.000564679309208978,0.01
"convention",2,9.41132182014964e-05,0.002
"conversation",4,0.000188226436402993,0.002
"conversion",2,9.41132182014964e-05,0.002
"convert",7,0.000329396263705237,0.006
"converts",2,9.41132182014964e-05,0.002
"convicted",3,0.000141169827302245,0.002
"convinced",9,0.000423509481906734,0.006
"convincing",2,9.41132182014964e-05,0.002
"coolingoff",4,0.000188226436402993,0.002
"copy",3,0.000141169827302245,0.002
"copyedited",2,9.41132182014964e-05,0.002
"copyright",20,0.000941132182014964,0.01
"copyrighted",7,0.000329396263705237,0.002
"cork",3,0.000141169827302245,0.002
"corner",6,0.000282339654604489,0.006
"corp",2,9.41132182014964e-05,0.002
"corporate",6,0.000282339654604489,0.004
"corporation",6,0.000282339654604489,0.006
"correctly",2,9.41132182014964e-05,0.002
"corruption",4,0.000188226436402993,0.002
"cost",2,9.41132182014964e-05,0.002
"costs",2,9.41132182014964e-05,0.002
"cota",2,9.41132182014964e-05,0.002
"couldnt",5,0.000235283045503741,0.004
"coulter",6,0.000282339654604489,0.002
"council",2,9.41132182014964e-05,0.002
"count",2,9.41132182014964e-05,0.002
"counterexample",2,9.41132182014964e-05,0.002
"counterpart",4,0.000188226436402993,0.002
"countries",15,0.000705849136511223,0.008
"country",27,0.0012705284457202,0.026
"countrys",2,9.41132182014964e-05,0.002
"countryside",9,0.000423509481906734,0.006
"county",2,9.41132182014964e-05,0.002
"couples",6,0.000282339654604489,0.004
"courier",4,0.000188226436402993,0.004
"course",4,0.000188226436402993,0.004
"court",12,0.000564679309208978,0.012
"coverage",3,0.000141169827302245,0.002
"covered",2,9.41132182014964e-05,0.002
"covers",4,0.000188226436402993,0.002
"cpu",8,0.000376452872805986,0.004
"crash",4,0.000188226436402993,0.002
"crashes",2,9.41132182014964e-05,0.002
"cream",3,0.000141169827302245,0.002
"crease",2,9.41132182014964e-05,0.002
"create",4,0.000188226436402993,0.004
"created",3,0.000141169827302245,0.002
"creative",8,0.000376452872805986,0.006
"creator",2,9.41132182014964e-05,0.002
"credit",4,0.000188226436402993,0.004
"creme",2,9.41132182014964e-05,0.002
"crew",2,9.41132182014964e-05,0.002
"crime",8,0.000376452872805986,0.006
"criminal",16,0.000752905745611971,0.008
"criminals",2,9.41132182014964e-05,0.002
"crisis",4,0.000188226436402993,0.004
"critical",2,9.41132182014964e-05,0.002
"criticism",2,9.41132182014964e-05,0.002
"critics",4,0.000188226436402993,0.004
"croatia",2,9.41132182014964e-05,0.002
"crop",7,0.000329396263705237,0.002
"crops",4,0.000188226436402993,0.004
"crossplatform",2,9.41132182014964e-05,0.002
"crozier",2,9.41132182014964e-05,0.002
"cry",2,9.41132182014964e-05,0.002
"crypto",6,0.000282339654604489,0.004
"cryptostigma",2,9.41132182014964e-05,0.002
"csfb",2,9.41132182014964e-05,0.002
"cubs",4,0.000188226436402993,0.004
"cultures",2,9.41132182014964e-05,0.002
"curldevel",4,0.000188226436402993,0.004
"current",6,0.000282339654604489,0.006
"customer",4,0.000188226436402993,0.002
"customers",9,0.000423509481906734,0.006
"customization",2,9.41132182014964e-05,0.002
"cut",6,0.000282339654604489,0.004
"cutting",2,9.41132182014964e-05,0.002
"cvs",15,0.000705849136511223,0.004
"cwgexmhdeepeddycom",2,9.41132182014964e-05,0.002
"cyril",4,0.000188226436402993,0.002
"daily",7,0.000329396263705237,0.006
"damage",2,9.41132182014964e-05,0.002
"danger",2,9.41132182014964e-05,0.002
"dangerous",2,9.41132182014964e-05,0.002
"daniel",2,9.41132182014964e-05,0.002
"dans",2,9.41132182014964e-05,0.002
"dark",8,0.000376452872805986,0.008
"darker",4,0.000188226436402993,0.004
"darragh",3,0.000141169827302245,0.002
"dash",4,0.000188226436402993,0.004
"data",14,0.000658792527410475,0.012
"database",10,0.000470566091007482,0.01
"date",18,0.000847018963813468,0.016
"daughter",5,0.000235283045503741,0.004
"dave",2,9.41132182014964e-05,0.002
"david",14,0.000658792527410475,0.01
"davis",4,0.000188226436402993,0.002
"dawson",3,0.000141169827302245,0.002
"day",36,0.00169403792762694,0.022
"days",14,0.000658792527410475,0.006
"dccdccproctarz",2,9.41132182014964e-05,0.002
"dccdccprocxxx",2,9.41132182014964e-05,0.002
"dccrhyolitecom",3,0.000141169827302245,0.002
"dead",7,0.000329396263705237,0.006
"deal",14,0.000658792527410475,0.004
"deals",5,0.000235283045503741,0.004
"dean",3,0.000141169827302245,0.002
"death",4,0.000188226436402993,0.004
"debating",2,9.41132182014964e-05,0.002
"deborah",2,9.41132182014964e-05,0.002
"debt",6,0.000282339654604489,0.004
"decade",2,9.41132182014964e-05,0.002
"decades",4,0.000188226436402993,0.004
"decentralization",5,0.000235283045503741,0.002
"declan",2,9.41132182014964e-05,0.002
"decline",6,0.000282339654604489,0.006
"declines",2,9.41132182014964e-05,0.002
"decoded",4,0.000188226436402993,0.002
"decrease",2,9.41132182014964e-05,0.002
"deegan",4,0.000188226436402993,0.002
"deep",2,9.41132182014964e-05,0.002
"deeper",2,9.41132182014964e-05,0.002
"deeply",2,9.41132182014964e-05,0.002
"defaced",4,0.000188226436402993,0.002
"default",6,0.000282339654604489,0.004
"defect",10,0.000470566091007482,0.002
"defected",2,9.41132182014964e-05,0.002
"defects",5,0.000235283045503741,0.002
"defeminized",4,0.000188226436402993,0.004
"defense",2,9.41132182014964e-05,0.002
"defer",2,9.41132182014964e-05,0.002
"deficiencies",2,9.41132182014964e-05,0.002
"define",2,9.41132182014964e-05,0.002
"definitely",2,9.41132182014964e-05,0.002
"degrees",2,9.41132182014964e-05,0.002
"déiseditor",2,9.41132182014964e-05,0.002
"delay",4,0.000188226436402993,0.002
"delimited",2,9.41132182014964e-05,0.002
"deliver",4,0.000188226436402993,0.004
"delivered",4,0.000188226436402993,0.004
"delivers",4,0.000188226436402993,0.004
"dell",23,0.00108230200931721,0.016
"delta",3,0.000141169827302245,0.002
"delved",2,9.41132182014964e-05,0.002
"democracy",2,9.41132182014964e-05,0.002
"democratic",2,9.41132182014964e-05,0.002
"democratically",2,9.41132182014964e-05,0.002
"democrats",5,0.000235283045503741,0.004
"demographics",9,0.000423509481906734,0.008
"denigrate",2,9.41132182014964e-05,0.002
"denmark",2,9.41132182014964e-05,0.002
"density",3,0.000141169827302245,0.002
"denver",2,9.41132182014964e-05,0.002
"dep",2,9.41132182014964e-05,0.002
"department",18,0.000847018963813468,0.008
"depends",6,0.000282339654604489,0.006
"deployments",2,9.41132182014964e-05,0.002
"depth",6,0.000282339654604489,0.002
"deputy",2,9.41132182014964e-05,0.002
"deraison",3,0.000141169827302245,0.002
"derived",2,9.41132182014964e-05,0.002
"dermody",2,9.41132182014964e-05,0.002
"dermot",3,0.000141169827302245,0.002
"described",4,0.000188226436402993,0.004
"description",2,9.41132182014964e-05,0.002
"deserve",4,0.000188226436402993,0.004
"design",12,0.000564679309208978,0.008
"designs",5,0.000235283045503741,0.004
"desire",3,0.000141169827302245,0.002
"desktop",5,0.000235283045503741,0.002
"despite",2,9.41132182014964e-05,0.002
"destroyed",2,9.41132182014964e-05,0.002
"detail",4,0.000188226436402993,0.004
"detailed",2,9.41132182014964e-05,0.002
"details",9,0.000423509481906734,0.008
"detects",2,9.41132182014964e-05,0.002
"devdvd",2,9.41132182014964e-05,0.002
"developed",7,0.000329396263705237,0.006
"developer",4,0.000188226436402993,0.004
"developers",2,9.41132182014964e-05,0.002
"developing",4,0.000188226436402993,0.004
"development",4,0.000188226436402993,0.004
"device",12,0.000564679309208978,0.01
"devices",5,0.000235283045503741,0.004
"devmd",3,0.000141169827302245,0.002
"devotees",6,0.000282339654604489,0.004
"devpoll",2,9.41132182014964e-05,0.002
"dewdney",2,9.41132182014964e-05,0.002
"dialup",2,9.41132182014964e-05,0.002
"diamond",3,0.000141169827302245,0.002
"diaz",3,0.000141169827302245,0.002
"didnt",17,0.000799962354712719,0.014
"die",2,9.41132182014964e-05,0.002
"died",2,9.41132182014964e-05,0.002
"diesel",24,0.00112935861841796,0.004
"difference",2,9.41132182014964e-05,0.002
"difficult",8,0.000376452872805986,0.008
"difficulties",2,9.41132182014964e-05,0.002
"difficulty",2,9.41132182014964e-05,0.002
"digital",19,0.000894075572914216,0.01
"dimension",2,9.41132182014964e-05,0.002
"diminish",2,9.41132182014964e-05,0.002
"diners",2,9.41132182014964e-05,0.002
"dino",2,9.41132182014964e-05,0.002
"dir",2,9.41132182014964e-05,0.002
"direct",11,0.00051762270010823,0.006
"direction",2,9.41132182014964e-05,0.002
"director",2,9.41132182014964e-05,0.002
"directory",17,0.000799962354712719,0.01
"directv",6,0.000282339654604489,0.002
"dirksen",16,0.000752905745611971,0.002
"dirksens",5,0.000235283045503741,0.002
"disable",3,0.000141169827302245,0.002
"disappearing",2,9.41132182014964e-05,0.002
"disaster",2,9.41132182014964e-05,0.002
"disclosure",6,0.000282339654604489,0.002
"discontent",2,9.41132182014964e-05,0.002
"discourage",2,9.41132182014964e-05,0.002
"discover",4,0.000188226436402993,0.004
"discovered",4,0.000188226436402993,0.004
"discovery",3,0.000141169827302245,0.002
"discuss",5,0.000235283045503741,0.004
"discussed",2,9.41132182014964e-05,0.002
"discussing",2,9.41132182014964e-05,0.002
"dish",4,0.000188226436402993,0.002
"disk",12,0.000564679309208978,0.008
"display",8,0.000376452872805986,0.004
"displays",2,9.41132182014964e-05,0.002
"dispute",4,0.000188226436402993,0.002
"disputed",2,9.41132182014964e-05,0.002
"disputes",2,9.41132182014964e-05,0.002
"dissatisfied",4,0.000188226436402993,0.004
"distance",2,9.41132182014964e-05,0.002
"distinction",2,9.41132182014964e-05,0.002
"distribution",5,0.000235283045503741,0.004
"distributions",2,9.41132182014964e-05,0.002
"div",4,0.000188226436402993,0.002
"diversity",3,0.000141169827302245,0.002
"divfont",10,0.000470566091007482,0.002
"division",2,9.41132182014964e-05,0.002
"divorce",8,0.000376452872805986,0.006
"divx",3,0.000141169827302245,0.002
"dma",10,0.000470566091007482,0.004
"dns",27,0.0012705284457202,0.01
"dnuk",2,9.41132182014964e-05,0.002
"doc",3,0.000141169827302245,0.002
"docking",2,9.41132182014964e-05,0.002
"docks",3,0.000141169827302245,0.002
"dockworkers",2,9.41132182014964e-05,0.002
"docs",3,0.000141169827302245,0.002
"doctors",3,0.000141169827302245,0.002
"doctrine",2,9.41132182014964e-05,0.002
"document",3,0.000141169827302245,0.002
"documentation",2,9.41132182014964e-05,0.002
"documented",2,9.41132182014964e-05,0.002
"documents",7,0.000329396263705237,0.004
"doesnt",45,0.00211754740953367,0.036
"dogged",2,9.41132182014964e-05,0.002
"dogs",2,9.41132182014964e-05,0.002
"dollar",2,9.41132182014964e-05,0.002
"dollars",2,9.41132182014964e-05,0.002
"domain",12,0.000564679309208978,0.008
"dominant",20,0.000941132182014964,0.012
"donncha",2,9.41132182014964e-05,0.002
"dont",141,0.0066349818832055,0.09
"donut",2,9.41132182014964e-05,0.002
"doolin",2,9.41132182014964e-05,0.002
"doom",4,0.000188226436402993,0.002
"doomed",2,9.41132182014964e-05,0.002
"door",3,0.000141169827302245,0.002
"doublebooking",2,9.41132182014964e-05,0.002
"doubt",2,9.41132182014964e-05,0.002
"download",5,0.000235283045503741,0.004
"dozen",8,0.000376452872805986,0.008
"dracula",4,0.000188226436402993,0.002
"dragster",2,9.41132182014964e-05,0.002
"dreams",6,0.000282339654604489,0.004
"dressed",2,9.41132182014964e-05,0.002
"drinking",2,9.41132182014964e-05,0.002
"drive",27,0.0012705284457202,0.016
"driver",4,0.000188226436402993,0.002
"drivers",2,9.41132182014964e-05,0.002
"drives",2,9.41132182014964e-05,0.002
"drm",2,9.41132182014964e-05,0.002
"drop",4,0.000188226436402993,0.004
"drove",2,9.41132182014964e-05,0.002
"drs",2,9.41132182014964e-05,0.002
"drug",2,9.41132182014964e-05,0.002
"drunk",2,9.41132182014964e-05,0.002
"dsl",4,0.000188226436402993,0.004
"dublin",4,0.000188226436402993,0.004
"dude",5,0.000235283045503741,0.002
"dudley",2,9.41132182014964e-05,0.002
"dudzinski",2,9.41132182014964e-05,0.002
"due",4,0.000188226436402993,0.004
"duffy",2,9.41132182014964e-05,0.002
"duke",2,9.41132182014964e-05,0.002
"dun",2,9.41132182014964e-05,0.002
"duncan",2,9.41132182014964e-05,0.002
"dunno",2,9.41132182014964e-05,0.002
"duplicate",2,9.41132182014964e-05,0.002
"dutch",4,0.000188226436402993,0.002
"dvd",8,0.000376452872805986,0.006
"dying",2,9.41132182014964e-05,0.002
"dysfunctional",7,0.000329396263705237,0.006
"ears",2,9.41132182014964e-05,0.002
"earth",4,0.000188226436402993,0.004
"earthquake",2,9.41132182014964e-05,0.002
"easier",4,0.000188226436402993,0.004
"easily",8,0.000376452872805986,0.008
"east",2,9.41132182014964e-05,0.002
"easy",10,0.000470566091007482,0.01
"eateries",3,0.000141169827302245,0.002
"eating",2,9.41132182014964e-05,0.002
"ebay",5,0.000235283045503741,0.004
"echo",6,0.000282339654604489,0.006
"echostar",20,0.000941132182014964,0.002
"echostars",2,9.41132182014964e-05,0.002
"economic",9,0.000423509481906734,0.004
"economics",2,9.41132182014964e-05,0.002
"economy",21,0.000988188791115712,0.012
"eden",3,0.000141169827302245,0.002
"edgar",4,0.000188226436402993,0.002
"edge",4,0.000188226436402993,0.004
"editor",2,9.41132182014964e-05,0.002
"editors",2,9.41132182014964e-05,0.002
"edsel",6,0.000282339654604489,0.004
"educational",3,0.000141169827302245,0.002
"edward",6,0.000282339654604489,0.006
"effect",7,0.000329396263705237,0.006
"effects",2,9.41132182014964e-05,0.002
"efficient",9,0.000423509481906734,0.006
"effort",2,9.41132182014964e-05,0.002
"egg",6,0.000282339654604489,0.004
"egypt",6,0.000282339654604489,0.006
"eircom",6,0.000282339654604489,0.004
"eirikur",2,9.41132182014964e-05,0.002
"elaine",2,9.41132182014964e-05,0.002
"elected",2,9.41132182014964e-05,0.002
"election",4,0.000188226436402993,0.004
"elections",2,9.41132182014964e-05,0.002
"electric",11,0.00051762270010823,0.006
"electrical",2,9.41132182014964e-05,0.002
"electronic",5,0.000235283045503741,0.004
"electronics",2,9.41132182014964e-05,0.002
"electrons",2,9.41132182014964e-05,0.002
"elevator",4,0.000188226436402993,0.004
"elite",2,9.41132182014964e-05,0.002
"else",9,0.000423509481906734,0.008
"elsewhere",4,0.000188226436402993,0.004
"elvis",8,0.000376452872805986,0.002
"email",70,0.00329396263705237,0.04
"emails",10,0.000470566091007482,0.004
"embedded",7,0.000329396263705237,0.004
"emerged",2,9.41132182014964e-05,0.002
"emerging",2,9.41132182014964e-05,0.002
"emigrate",2,9.41132182014964e-05,0.002
"emissions",6,0.000282339654604489,0.002
"emperors",2,9.41132182014964e-05,0.002
"empire",6,0.000282339654604489,0.006
"employees",2,9.41132182014964e-05,0.002
"employers",3,0.000141169827302245,0.002
"employment",2,9.41132182014964e-05,0.002
"empty",4,0.000188226436402993,0.004
"enable",4,0.000188226436402993,0.004
"enabled",3,0.000141169827302245,0.002
"encoding",4,0.000188226436402993,0.004
"encounter",2,9.41132182014964e-05,0.002
"encourage",2,9.41132182014964e-05,0.002
"endif",2,9.41132182014964e-05,0.002
"endless",2,9.41132182014964e-05,0.002
"endorsed",2,9.41132182014964e-05,0.002
"endsection",4,0.000188226436402993,0.002
"endsubsection",7,0.000329396263705237,0.002
"energy",20,0.000941132182014964,0.008
"enforce",2,9.41132182014964e-05,0.002
"engage",2,9.41132182014964e-05,0.002
"engine",2,9.41132182014964e-05,0.002
"engineer",4,0.000188226436402993,0.004
"engineering",9,0.000423509481906734,0.004
"engines",3,0.000141169827302245,0.002
"england",8,0.000376452872805986,0.006
"english",13,0.000611735918309727,0.01
"enrollment",6,0.000282339654604489,0.002
"ensure",4,0.000188226436402993,0.004
"enter",3,0.000141169827302245,0.002
"entertainment",3,0.000141169827302245,0.002
"enthusiastic",2,9.41132182014964e-05,0.002
"entity",2,9.41132182014964e-05,0.002
"entrepreneur",2,9.41132182014964e-05,0.002
"environmental",5,0.000235283045503741,0.002
"environmentalists",2,9.41132182014964e-05,0.002
"epa",8,0.000376452872805986,0.002
"epas",2,9.41132182014964e-05,0.002
"equipment",4,0.000188226436402993,0.004
"erik",4,0.000188226436402993,0.002
"erikvanderkolkyahoocom",2,9.41132182014964e-05,0.002
"error",11,0.00051762270010823,0.008
"errors",2,9.41132182014964e-05,0.002
"escribif",2,9.41132182014964e-05,0.002
"essence",2,9.41132182014964e-05,0.002
"essential",2,9.41132182014964e-05,0.002
"essentially",6,0.000282339654604489,0.004
"est",2,9.41132182014964e-05,0.002
"establish",2,9.41132182014964e-05,0.002
"estimate",2,9.41132182014964e-05,0.002
"etc",9,0.000423509481906734,0.008
"etcapt",2,9.41132182014964e-05,0.002
"ethernet",6,0.000282339654604489,0.006
"eugen",4,0.000188226436402993,0.004
"europe",6,0.000282339654604489,0.004
"european",13,0.000611735918309727,0.004
"europeans",3,0.000141169827302245,0.002
"eus",2,9.41132182014964e-05,0.002
"evangelical",5,0.000235283045503741,0.002
"evangelicals",5,0.000235283045503741,0.002
"event",4,0.000188226436402993,0.004
"eventually",2,9.41132182014964e-05,0.002
"everett",2,9.41132182014964e-05,0.002
"everybodys",2,9.41132182014964e-05,0.002
"evidence",17,0.000799962354712719,0.012
"evil",3,0.000141169827302245,0.002
"evolution",2,9.41132182014964e-05,0.002
"evolved",6,0.000282339654604489,0.004
"exact",2,9.41132182014964e-05,0.002
"exactly",2,9.41132182014964e-05,0.002
"examination",2,9.41132182014964e-05,0.002
"example",23,0.00108230200931721,0.018
"except",2,9.41132182014964e-05,0.002
"exchange",6,0.000282339654604489,0.004
"excitement",3,0.000141169827302245,0.002
"exec",4,0.000188226436402993,0.004
"executive",16,0.000752905745611971,0.002
"exemptions",2,9.41132182014964e-05,0.002
"exercise",2,9.41132182014964e-05,0.002
"exhaust",5,0.000235283045503741,0.002
"exhausts",5,0.000235283045503741,0.002
"exist",5,0.000235283045503741,0.002
"existence",2,9.41132182014964e-05,0.002
"existing",3,0.000141169827302245,0.002
"exit",2,9.41132182014964e-05,0.002
"exmh",10,0.000470566091007482,0.008
"exmhfolder",2,9.41132182014964e-05,0.002
"exmhlog",2,9.41132182014964e-05,0.002
"exmhlogdisablebut",2,9.41132182014964e-05,0.002
"exmhlogtoggle",2,9.41132182014964e-05,0.002
"exmhlogtop",2,9.41132182014964e-05,0.002
"exmhlogtopbut",3,0.000141169827302245,0.002
"exmhlogwrite",5,0.000235283045503741,0.002
"exmhp",15,0.000705849136511223,0.01
"exmhusers",2,9.41132182014964e-05,0.002
"exmhusersredhatcom",2,9.41132182014964e-05,0.002
"expandedservice",2,9.41132182014964e-05,0.002
"expectations",2,9.41132182014964e-05,0.002
"expected",8,0.000376452872805986,0.006
"experience",17,0.000799962354712719,0.012
"explain",10,0.000470566091007482,0.01
"explanation",2,9.41132182014964e-05,0.002
"explicitly",2,9.41132182014964e-05,0.002
"exploit",6,0.000282339654604489,0.002
"exploited",4,0.000188226436402993,0.004
"exploits",5,0.000235283045503741,0.004
"explosives",2,9.41132182014964e-05,0.002
"export",2,9.41132182014964e-05,0.002
"exposure",7,0.000329396263705237,0.002
"extensive",4,0.000188226436402993,0.004
"extraterrestrial",3,0.000141169827302245,0.002
"extremely",2,9.41132182014964e-05,0.002
"facearial",9,0.000423509481906734,0.002
"faceverdana",7,0.000329396263705237,0.002
"faceverdanaarial",25,0.0011764152275187,0.002
"facto",2,9.41132182014964e-05,0.002
"factories",2,9.41132182014964e-05,0.002
"fad",6,0.000282339654604489,0.006
"fads",4,0.000188226436402993,0.004
"fails",2,9.41132182014964e-05,0.002
"fairness",2,9.41132182014964e-05,0.002
"fake",11,0.00051762270010823,0.002
"fall",13,0.000611735918309727,0.012
"falls",2,9.41132182014964e-05,0.002
"false",2,9.41132182014964e-05,0.002
"familiar",2,9.41132182014964e-05,0.002
"family",15,0.000705849136511223,0.012
"famous",6,0.000282339654604489,0.006
"fans",4,0.000188226436402993,0.002
"fare",2,9.41132182014964e-05,0.002
"farm",2,9.41132182014964e-05,0.002
"farquhar",6,0.000282339654604489,0.006
"fast",10,0.000470566091007482,0.008
"faster",8,0.000376452872805986,0.004
"fastestgrowing",2,9.41132182014964e-05,0.002
"fat",2,9.41132182014964e-05,0.002
"father",3,0.000141169827302245,0.002
"fault",2,9.41132182014964e-05,0.002
"faulty",2,9.41132182014964e-05,0.002
"favor",2,9.41132182014964e-05,0.002
"favors",4,0.000188226436402993,0.004
"fax",2,9.41132182014964e-05,0.002
"fbbpp",2,9.41132182014964e-05,0.002
"fbi",20,0.000941132182014964,0.002
"fcc",63,0.00296456637334714,0.004
"fccs",4,0.000188226436402993,0.002
"fears",3,0.000141169827302245,0.002
"feast",3,0.000141169827302245,0.002
"feature",10,0.000470566091007482,0.01
"features",2,9.41132182014964e-05,0.002
"fec",4,0.000188226436402993,0.002
"federal",16,0.000752905745611971,0.008
"fee",2,9.41132182014964e-05,0.002
"feedback",5,0.000235283045503741,0.004
"feet",9,0.000423509481906734,0.006
"fel",5,0.000235283045503741,0.004
"fell",4,0.000188226436402993,0.004
"female",8,0.000376452872805986,0.008
"females",21,0.000988188791115712,0.014
"ferguson",4,0.000188226436402993,0.002
"fertility",2,9.41132182014964e-05,0.002
"fetchmail",6,0.000282339654604489,0.004
"fiction",2,9.41132182014964e-05,0.002
"field",6,0.000282339654604489,0.006
"fifth",2,9.41132182014964e-05,0.002
"fifty",2,9.41132182014964e-05,0.002
"fight",2,9.41132182014964e-05,0.002
"fighting",3,0.000141169827302245,0.002
"figure",7,0.000329396263705237,0.006
"figures",2,9.41132182014964e-05,0.002
"file",71,0.00334101924615312,0.04
"filed",4,0.000188226436402993,0.002
"files",41,0.00192932097313068,0.028
"film",2,9.41132182014964e-05,0.002
"filter",2,9.41132182014964e-05,0.002
"filtering",2,9.41132182014964e-05,0.002
"financial",9,0.000423509481906734,0.008
"finding",2,9.41132182014964e-05,0.002
"findservice",2,9.41132182014964e-05,0.002
"fine",2,9.41132182014964e-05,0.002
"finger",3,0.000141169827302245,0.002
"finished",6,0.000282339654604489,0.006
"finn",7,0.000329396263705237,0.006
"firebird",2,9.41132182014964e-05,0.002
"firewall",2,9.41132182014964e-05,0.002
"firm",4,0.000188226436402993,0.002
"firms",9,0.000423509481906734,0.002
"fitness",7,0.000329396263705237,0.002
"five",7,0.000329396263705237,0.006
"fix",5,0.000235283045503741,0.004
"fixed",4,0.000188226436402993,0.002
"fixing",2,9.41132182014964e-05,0.002
"flatlines",2,9.41132182014964e-05,0.002
"flattening",2,9.41132182014964e-05,0.002
"flaw",2,9.41132182014964e-05,0.002
"flaws",2,9.41132182014964e-05,0.002
"flemmi",8,0.000376452872805986,0.002
"floppy",14,0.000658792527410475,0.008
"flow",4,0.000188226436402993,0.004
"focus",2,9.41132182014964e-05,0.002
"following",19,0.000894075572914216,0.014
"font",52,0.00244694367323891,0.004
"fontp",2,9.41132182014964e-05,0.002
"fonts",2,9.41132182014964e-05,0.002
"food",11,0.00051762270010823,0.004
"fool",2,9.41132182014964e-05,0.002
"foot",2,9.41132182014964e-05,0.002
"footer",8,0.000376452872805986,0.006
"force",4,0.000188226436402993,0.004
"forces",8,0.000376452872805986,0.006
"forcing",2,9.41132182014964e-05,0.002
"foreign",2,9.41132182014964e-05,0.002
"fork",8,0.000376452872805986,0.006
"forkadminxentcom",6,0.000282339654604489,0.006
"forkspamassassintaintorg",10,0.000470566091007482,0.01
"form",6,0.000282339654604489,0.004
"format",10,0.000470566091007482,0.006
"formatting",2,9.41132182014964e-05,0.002
"former",11,0.00051762270010823,0.006
"forteana",5,0.000235283045503741,0.004
"forteanaunsubscribeegroupscom",6,0.000282339654604489,0.006
"fortune",2,9.41132182014964e-05,0.002
"forwarded",12,0.000564679309208978,0.006
"fought",2,9.41132182014964e-05,0.002
"foul",2,9.41132182014964e-05,0.002
"found",35,0.00164698131852619,0.026
"foundation",2,9.41132182014964e-05,0.002
"founded",2,9.41132182014964e-05,0.002
"fourweek",3,0.000141169827302245,0.002
"fowl",2,9.41132182014964e-05,0.002
"fragile",2,9.41132182014964e-05,0.002
"fraiche",2,9.41132182014964e-05,0.002
"france",16,0.000752905745611971,0.014
"franchise",2,9.41132182014964e-05,0.002
"franchisees",2,9.41132182014964e-05,0.002
"francisco",4,0.000188226436402993,0.004
"frankly",2,9.41132182014964e-05,0.002
"fraud",7,0.000329396263705237,0.004
"freaked",2,9.41132182014964e-05,0.002
"frederking",3,0.000141169827302245,0.002
"free",38,0.00178815114582843,0.022
"freedom",2,9.41132182014964e-05,0.002
"freeswan",4,0.000188226436402993,0.002
"freetype",2,9.41132182014964e-05,0.002
"freight",2,9.41132182014964e-05,0.002
"french",48,0.00225871723683591,0.022
"frequencies",2,9.41132182014964e-05,0.002
"freshman",2,9.41132182014964e-05,0.002
"freshmen",2,9.41132182014964e-05,0.002
"freshrpm",2,9.41132182014964e-05,0.002
"fri",7,0.000329396263705237,0.004
"friday",4,0.000188226436402993,0.004
"fried",2,9.41132182014964e-05,0.002
"friend",4,0.000188226436402993,0.004
"friendly",6,0.000282339654604489,0.006
"friends",4,0.000188226436402993,0.004
"frightening",4,0.000188226436402993,0.004
"frog",2,9.41132182014964e-05,0.002
"frogstone",2,9.41132182014964e-05,0.002
