"Date","Stock","Close"
2008-05-19,"ARKR",26.9
2008-05-16,"ARKR",27.46
2008-05-15,"ARKR",28
2008-05-14,"ARKR",27.55
2008-05-13,"ARKR",27.3
2008-05-12,"ARKR",27.5
2008-05-09,"ARKR",26.75
2008-05-08,"ARKR",26.03
2008-05-07,"ARKR",26.9
2008-05-06,"ARKR",25.49
2008-05-05,"ARKR",26.77
2008-05-02,"ARKR",26.77
2008-05-01,"ARKR",25.95
2008-04-30,"ARKR",26.43
2008-04-29,"ARKR",26.37
2008-04-28,"ARKR",26.5
2008-04-25,"ARKR",26.18
2008-04-24,"ARKR",25.92
2008-04-23,"ARKR",25.95
2008-04-22,"ARKR",26.85
2008-04-21,"ARKR",26.97
2008-04-18,"ARKR",26.04
2008-04-17,"ARKR",26.22
2008-04-16,"ARKR",26.69
2008-04-15,"ARKR",26.55
2008-04-14,"ARKR",26.84
2008-04-11,"ARKR",25.85
2008-04-10,"ARKR",25.43
2008-04-09,"ARKR",25.13
2008-04-08,"ARKR",26.01
2008-04-07,"ARKR",25.95
2008-04-04,"ARKR",26.59
2008-04-03,"ARKR",26.64
2008-04-02,"ARKR",29
2008-04-01,"ARKR",29
2008-03-31,"ARKR",29
2008-03-28,"ARKR",29.1
2008-03-27,"ARKR",29.48
2008-03-26,"ARKR",30
2008-03-25,"ARKR",30
2008-03-24,"ARKR",30
2008-03-20,"ARKR",29.3
2008-03-19,"ARKR",29.49
2008-03-18,"ARKR",29.94
2008-03-17,"ARKR",29.49
2008-03-14,"ARKR",29.94
2008-03-13,"ARKR",29.5
2008-03-12,"ARKR",30.35
2008-03-11,"ARKR",31.1
2008-03-10,"ARKR",30.3
2008-03-07,"ARKR",31.03
2008-03-06,"ARKR",31.03
2008-03-05,"ARKR",31.14
2008-03-04,"ARKR",31.57
2008-03-03,"ARKR",31.06
2008-02-29,"ARKR",30.8
2008-02-28,"ARKR",32.58
2008-02-27,"ARKR",31.56
2008-02-26,"ARKR",31.99
2008-02-25,"ARKR",31
2008-02-22,"ARKR",30.68
2008-02-21,"ARKR",32.02
2008-02-20,"ARKR",31.07
2008-02-19,"ARKR",31.72
2008-02-15,"ARKR",32.1
2008-02-14,"ARKR",31.78
2008-02-13,"ARKR",32.91
2008-02-12,"ARKR",33
2008-02-11,"ARKR",32.75
2008-02-08,"ARKR",33.7
2008-02-07,"ARKR",33.77
2008-02-06,"ARKR",33.13
2008-02-05,"ARKR",32.65
2008-02-04,"ARKR",33.21
2008-02-01,"ARKR",34.01
2008-01-31,"ARKR",31.72
2008-01-30,"ARKR",30.34
2008-01-29,"ARKR",30.81
2008-01-28,"ARKR",30.74
2008-01-25,"ARKR",31.16
2008-01-24,"ARKR",30.83
2008-01-23,"ARKR",32
2008-01-22,"ARKR",31.25
2008-01-18,"ARKR",32
2008-01-17,"ARKR",31.44
2008-01-16,"ARKR",32
2008-01-15,"ARKR",31.77
2008-01-14,"ARKR",33
2008-01-11,"ARKR",33.43
2008-01-10,"ARKR",32.7
2008-01-09,"ARKR",33.17
2008-01-08,"ARKR",32.69
2008-01-07,"ARKR",35.29
2008-01-04,"ARKR",35.81
2008-01-03,"ARKR",36.34
2008-01-02,"ARKR",37.32
2007-12-31,"ARKR",36.81
2007-12-28,"ARKR",36.95
2007-12-27,"ARKR",36.75
2007-12-26,"ARKR",36.91
2007-12-24,"ARKR",36.1
2007-12-21,"ARKR",35.53
2007-12-20,"ARKR",34.83
2007-12-19,"ARKR",35.45
2007-12-18,"ARKR",36
2007-12-17,"ARKR",35.66
2007-12-14,"ARKR",35.03
2007-12-13,"ARKR",35.47
2007-12-12,"ARKR",35.28
2007-12-11,"ARKR",35.51
2007-12-10,"ARKR",35.75
2007-12-07,"ARKR",35.76
2007-12-06,"ARKR",36.32
2007-12-05,"ARKR",36.42
2007-12-04,"ARKR",36.58
2007-12-03,"ARKR",36.79
2007-11-30,"ARKR",36.8
2007-11-29,"ARKR",36.8
2007-11-28,"ARKR",36.26
2007-11-27,"ARKR",36.59
2007-11-26,"ARKR",36.79
2007-11-23,"ARKR",36.71
2007-11-21,"ARKR",36.39
2007-11-20,"ARKR",36.25
2007-11-19,"ARKR",36.25
2007-11-16,"ARKR",36.18
2007-11-15,"ARKR",35.49
2007-11-14,"ARKR",34.42
2007-11-13,"ARKR",34.97
2007-11-12,"ARKR",35.5
2007-11-09,"ARKR",36.66
2007-11-08,"ARKR",35.51
2007-11-07,"ARKR",35.5
2007-11-06,"ARKR",35.8
2007-11-05,"ARKR",36.88
2007-11-02,"ARKR",35.95
2007-11-01,"ARKR",36.98
2007-10-31,"ARKR",36.73
2007-10-30,"ARKR",37
2007-10-29,"ARKR",35.6
2007-10-26,"ARKR",35.87
2007-10-25,"ARKR",36
2007-10-24,"ARKR",36.7
2007-10-23,"ARKR",36.25
2007-10-22,"ARKR",36
2007-10-19,"ARKR",36.23
2007-10-18,"ARKR",36.29
2007-10-17,"ARKR",36.49
2007-10-16,"ARKR",35.94
2007-10-15,"ARKR",36.6
2007-10-12,"ARKR",35.94
2007-10-11,"ARKR",36.1
2007-10-10,"ARKR",35.78
2007-10-09,"ARKR",35.7
2007-10-08,"ARKR",36.27
2007-10-05,"ARKR",35
2007-10-04,"ARKR",34.5
2007-10-03,"ARKR",34.95
2007-10-02,"ARKR",34.86
2007-10-01,"ARKR",35.5
2007-09-28,"ARKR",36.83
2007-09-27,"ARKR",36.29
2007-09-26,"ARKR",36.45
2007-09-25,"ARKR",36.64
2007-09-24,"ARKR",36.79
2007-09-21,"ARKR",36.26
2007-09-20,"ARKR",36.5
2007-09-19,"ARKR",37
2007-09-18,"ARKR",37.05
2007-09-17,"ARKR",36.9
2007-09-14,"ARKR",36.56
2007-09-13,"ARKR",36.44
2007-09-12,"ARKR",36.45
2007-09-11,"ARKR",36.44
2007-09-10,"ARKR",36.85
2007-09-07,"ARKR",36.79
2007-09-06,"ARKR",36.8
2007-09-05,"ARKR",36.9
2007-09-04,"ARKR",36.75
2007-08-31,"ARKR",36.95
2007-08-30,"ARKR",36.25
2007-08-29,"ARKR",36.6
2007-08-28,"ARKR",36.9
2007-08-27,"ARKR",36.89
2007-08-24,"ARKR",36.1
2007-08-23,"ARKR",36.34
2007-08-22,"ARKR",36.49
2007-08-21,"ARKR",36.62
2007-08-20,"ARKR",36.88
2007-08-17,"ARKR",36.72
2007-08-16,"ARKR",37
2007-08-15,"ARKR",36.89
2007-08-14,"ARKR",37.05
2007-08-13,"ARKR",36.5
2007-08-10,"ARKR",36.87
2007-08-09,"ARKR",36.99
2007-08-08,"ARKR",37.15
2007-08-07,"ARKR",37.4
2007-08-06,"ARKR",36.59
2007-08-03,"ARKR",36.91
2007-08-02,"ARKR",37.17
2007-08-01,"ARKR",37
2007-07-31,"ARKR",36.49
2007-07-30,"ARKR",36.47
2007-07-27,"ARKR",35.71
2007-07-26,"ARKR",36.54
2007-07-25,"ARKR",36.48
2007-07-24,"ARKR",37.3
2007-07-23,"ARKR",37.32
2007-07-20,"ARKR",37.63
2007-07-19,"ARKR",37
2007-07-18,"ARKR",37.01
2007-07-17,"ARKR",37.15
2007-07-16,"ARKR",37.15
2007-07-13,"ARKR",36.75
2007-07-12,"ARKR",36.9
2007-07-11,"ARKR",36.9
2007-07-10,"ARKR",36.75
2007-07-09,"ARKR",36.72
2007-07-06,"ARKR",36.95
2007-07-05,"ARKR",37
2007-07-03,"ARKR",37.09
2007-07-02,"ARKR",37.25
2007-06-29,"ARKR",36.99
2007-06-28,"ARKR",35.73
2007-06-27,"ARKR",35.35
2007-06-26,"ARKR",35.2
2007-06-25,"ARKR",35.2
2007-06-22,"ARKR",35.49
2007-06-21,"ARKR",35.08
2007-06-20,"ARKR",35.2
2007-06-19,"ARKR",35.15
2007-06-18,"ARKR",35.05
2007-06-15,"ARKR",35.1
2007-06-14,"ARKR",35.1
2007-06-13,"ARKR",35.1
2007-06-12,"ARKR",35.06
2007-06-11,"ARKR",35.07
2007-06-08,"ARKR",34.88
2007-06-07,"ARKR",34.9
2007-06-06,"ARKR",34.3
2007-06-05,"ARKR",34.95
2007-06-04,"ARKR",34.95
2007-06-01,"ARKR",34.95
2007-05-31,"ARKR",34.95
2007-05-30,"ARKR",35
2007-05-29,"ARKR",34.65
2007-05-25,"ARKR",35.21
2007-05-24,"ARKR",35
2007-05-23,"ARKR",34.51
2007-05-22,"ARKR",33.95
2007-05-21,"ARKR",33.01
2007-05-18,"ARKR",33.55
2007-05-17,"ARKR",34.3
2007-05-16,"ARKR",34.76
2007-05-15,"ARKR",34.66
2007-05-14,"ARKR",34.53
2007-05-11,"ARKR",34.11
2007-05-10,"ARKR",33.56
2007-05-09,"ARKR",34.39
2007-05-08,"ARKR",34.75
2007-05-07,"ARKR",34.93
2007-05-04,"ARKR",34.71
2007-05-03,"ARKR",34.5
2007-05-02,"ARKR",34.87
2007-05-01,"ARKR",35.03
2007-04-30,"ARKR",35
2007-04-27,"ARKR",34.79
2007-04-26,"ARKR",34.71
2007-04-25,"ARKR",34.46
2007-04-24,"ARKR",34.4
2007-04-23,"ARKR",34.4
2007-04-20,"ARKR",34.39
2007-04-19,"ARKR",34.4
2007-04-18,"ARKR",34.54
2007-04-17,"ARKR",34.52
2007-04-16,"ARKR",35
2007-04-13,"ARKR",34.59
2007-04-12,"ARKR",34.51
2007-04-11,"ARKR",33.6
2007-04-10,"ARKR",35.18
2007-04-09,"ARKR",35.2
2007-04-05,"ARKR",35.1
2007-04-04,"ARKR",34.88
2007-04-03,"ARKR",34.92
2007-04-02,"ARKR",35
2007-03-30,"ARKR",33.95
2007-03-29,"ARKR",32.5
2007-03-28,"ARKR",32
2007-03-27,"ARKR",31.96
2007-03-26,"ARKR",31.98
2007-03-23,"ARKR",32.33
2007-03-22,"ARKR",31.32
2007-03-21,"ARKR",31.4
2007-03-20,"ARKR",32.15
2007-03-19,"ARKR",32.19
2007-03-16,"ARKR",32.79
2007-03-15,"ARKR",32.13
2007-03-14,"ARKR",33
2007-03-13,"ARKR",32.6
2007-03-12,"ARKR",33.7
2007-03-09,"ARKR",33.74
2007-03-08,"ARKR",33.8
2007-03-07,"ARKR",34.25
2007-03-06,"ARKR",34.26
2007-03-05,"ARKR",34.2
2007-03-02,"ARKR",34.5
2007-03-01,"ARKR",34.45
2007-02-28,"ARKR",34.75
2007-02-27,"ARKR",34.25
2007-02-26,"ARKR",34.5
2007-02-23,"ARKR",35.37
2007-02-22,"ARKR",35.01
2007-02-21,"ARKR",34.48
2007-02-20,"ARKR",32.8
2007-02-16,"ARKR",32.5
2007-02-15,"ARKR",32.05
2007-02-14,"ARKR",32
2007-02-13,"ARKR",31.5
2007-02-12,"ARKR",31.5
2007-02-09,"ARKR",31.48
2007-02-08,"ARKR",31.47
2007-02-07,"ARKR",31.36
2007-02-06,"ARKR",31.15
2007-02-05,"ARKR",31.22
2007-02-02,"ARKR",31.24
2007-02-01,"ARKR",31.48
2007-01-31,"ARKR",31.5
2007-01-30,"ARKR",31.5
2007-01-29,"ARKR",31.2
2007-01-26,"ARKR",30.6
2007-01-25,"ARKR",31.04
2007-01-24,"ARKR",31.11
2007-01-23,"ARKR",31.2
2007-01-22,"ARKR",31.18
2007-01-19,"ARKR",34.2
2007-01-18,"ARKR",34
2007-01-17,"ARKR",33.96
2007-01-16,"ARKR",34.13
2007-01-12,"ARKR",33.99
2007-01-11,"ARKR",33.9
2007-01-10,"ARKR",33.6
2007-01-09,"ARKR",33.9
2007-01-08,"ARKR",32.7
2007-01-05,"ARKR",32.74
2007-01-04,"ARKR",33
2007-01-03,"ARKR",32.56
2006-12-29,"ARKR",32.89
2006-12-28,"ARKR",32.57
2006-12-27,"ARKR",32.07
2006-12-26,"ARKR",31.84
2006-12-22,"ARKR",32.18
2006-12-21,"ARKR",31.73
2006-12-20,"ARKR",32.4
2006-12-19,"ARKR",32.15
2006-12-18,"ARKR",32.23
2006-12-15,"ARKR",32.5
2006-12-14,"ARKR",32.5
2006-12-13,"ARKR",32.36
2006-12-12,"ARKR",32.31
2006-12-11,"ARKR",32.1
2006-12-08,"ARKR",32.1
2006-12-07,"ARKR",32.05
2006-12-06,"ARKR",31.97
2006-12-05,"ARKR",31.94
2006-12-04,"ARKR",31.74
2006-12-01,"ARKR",30.92
2006-11-30,"ARKR",30.32
2006-11-29,"ARKR",30.19
2006-11-28,"ARKR",29.98
2006-11-27,"ARKR",30.14
2006-11-24,"ARKR",30.25
2006-11-22,"ARKR",29.86
2006-11-21,"ARKR",29.69
2006-11-20,"ARKR",29.49
2006-11-17,"ARKR",28.6
2006-11-16,"ARKR",28.51
2006-11-15,"ARKR",28.5
2006-11-14,"ARKR",28.5
2006-11-13,"ARKR",28.5
2006-11-10,"ARKR",28.6
2006-11-09,"ARKR",27.03
2006-11-08,"ARKR",26.55
2006-11-07,"ARKR",26.86
2006-11-06,"ARKR",26.64
2006-11-03,"ARKR",27.5
2006-11-02,"ARKR",27.45
2006-11-01,"ARKR",27.5
2006-10-31,"ARKR",27.73
2006-10-30,"ARKR",27.85
2006-10-27,"ARKR",27.98
2006-10-26,"ARKR",27.81
2006-10-25,"ARKR",27.69
2006-10-24,"ARKR",27.55
2006-10-23,"ARKR",27.7
2006-10-20,"ARKR",27.9
2006-10-19,"ARKR",27.94
2006-10-18,"ARKR",28
2006-10-17,"ARKR",27.7
2006-10-16,"ARKR",27.46
2006-10-13,"ARKR",27.45
2006-10-12,"ARKR",27.94
2006-10-11,"ARKR",27.62
2006-10-10,"ARKR",27.84
2006-10-09,"ARKR",27.84
2006-10-06,"ARKR",27.8
2006-10-05,"ARKR",27.8
2006-10-04,"ARKR",27.4
2006-10-03,"ARKR",27.23
2006-10-02,"ARKR",27.22
2006-09-29,"ARKR",26.48
2006-09-28,"ARKR",26.58
2006-09-27,"ARKR",26.49
2006-09-26,"ARKR",27.52
2006-09-25,"ARKR",26.9
2006-09-22,"ARKR",27.64
2006-09-21,"ARKR",28.43
2006-09-20,"ARKR",28.45
2006-09-19,"ARKR",28.57
2006-09-18,"ARKR",28.54
2006-09-15,"ARKR",27.17
2006-09-14,"ARKR",28.09
2006-09-13,"ARKR",28.16
2006-09-12,"ARKR",27
2006-09-11,"ARKR",24.15
2006-09-08,"ARKR",23.99
2006-09-07,"ARKR",23.78
2006-09-06,"ARKR",23.8
2006-09-05,"ARKR",23.45
2006-09-01,"ARKR",24.07
2006-08-31,"ARKR",24.04
2006-08-30,"ARKR",23.9
2006-08-29,"ARKR",23.99
2006-08-28,"ARKR",23.97
2006-08-25,"ARKR",23.8
2006-08-24,"ARKR",24
2006-08-23,"ARKR",24.61
2006-08-22,"ARKR",24.7
2006-08-21,"ARKR",23.09
2006-08-18,"ARKR",23.37
2006-08-17,"ARKR",25.41
2006-08-16,"ARKR",27.03
2006-08-15,"ARKR",26.84
2006-08-14,"ARKR",26.55
2006-08-11,"ARKR",26.8
2006-08-10,"ARKR",26.72
2006-08-09,"ARKR",26.72
2006-08-08,"ARKR",26.5
2006-08-07,"ARKR",26.7
2006-08-04,"ARKR",26.7
2006-08-03,"ARKR",26.4
2006-08-02,"ARKR",26.72
2006-08-01,"ARKR",26.53
2006-07-31,"ARKR",26.6
2006-07-28,"ARKR",26.24
2006-07-27,"ARKR",26.84
2006-07-26,"ARKR",25.62
2006-07-25,"ARKR",26
2006-07-24,"ARKR",26.03
2006-07-21,"ARKR",26.17
2006-07-20,"ARKR",26.61
2006-07-19,"ARKR",25.45
2006-07-18,"ARKR",25.45
2006-07-17,"ARKR",25.37
2006-07-14,"ARKR",25.98
2006-07-13,"ARKR",26.7
2006-07-12,"ARKR",27.3
2006-07-11,"ARKR",27.17
2006-07-10,"ARKR",27.5
2006-07-07,"ARKR",27.99
2006-07-06,"ARKR",28.13
2006-07-05,"ARKR",28.13
2006-07-03,"ARKR",27.8
2006-06-30,"ARKR",28.18
2006-06-29,"ARKR",27.3
2006-06-28,"ARKR",27.11
2006-06-27,"ARKR",28.19
2006-06-26,"ARKR",28.22
2006-06-23,"ARKR",28.22
2006-06-22,"ARKR",28.22
2006-06-21,"ARKR",28.22
2006-06-20,"ARKR",27.75
2006-06-19,"ARKR",28.1
2006-06-16,"ARKR",28.56
2006-06-15,"ARKR",28.35
2006-06-14,"ARKR",29.38
2006-06-13,"ARKR",28.17
2006-06-12,"ARKR",28.26
2006-06-09,"ARKR",28.26
2006-06-08,"ARKR",28.48
2006-06-07,"ARKR",29.94
2006-06-06,"ARKR",30
2006-06-05,"ARKR",29.5
2006-06-02,"ARKR",30
2006-06-01,"ARKR",29.69
2006-05-31,"ARKR",29.35
2006-05-30,"ARKR",29.99
2006-05-26,"ARKR",29.99
2006-05-25,"ARKR",30
2006-05-24,"ARKR",29.54
2006-05-23,"ARKR",29.84
2006-05-22,"ARKR",27.55
2006-05-19,"ARKR",27.99
2006-05-18,"ARKR",28.74
2006-05-17,"ARKR",29.49
2006-05-16,"ARKR",29.86
2006-05-15,"ARKR",30.5
2006-05-12,"ARKR",30.49
2006-05-11,"ARKR",30.49
2006-05-10,"ARKR",30
2006-05-09,"ARKR",30.5
2006-05-08,"ARKR",30.35
2006-05-05,"ARKR",30
2006-05-04,"ARKR",29.79
2006-05-03,"ARKR",29.68
2006-05-02,"ARKR",30
2006-05-01,"ARKR",29.99
2006-04-28,"ARKR",30.33
2006-04-27,"ARKR",30.33
2006-04-26,"ARKR",30.08
2006-04-25,"ARKR",30.32
2006-04-24,"ARKR",30.44
2006-04-21,"ARKR",30.5
2006-04-20,"ARKR",30
2006-04-19,"ARKR",30.17
2006-04-18,"ARKR",29.73
2006-04-17,"ARKR",29.6
2006-04-13,"ARKR",29.75
2006-04-12,"ARKR",29.69
2006-04-11,"ARKR",29.66
2006-04-10,"ARKR",29.78
2006-04-07,"ARKR",29.95
2006-04-06,"ARKR",29.7
2006-04-05,"ARKR",29.58
2006-04-04,"ARKR",29.94
2006-04-03,"ARKR",29.95
2006-03-31,"ARKR",29.95
2006-03-30,"ARKR",29.5
2006-03-29,"ARKR",29.48
2006-03-28,"ARKR",29.48
2006-03-27,"ARKR",29.5
2006-03-24,"ARKR",29.5
2006-03-23,"ARKR",29.95
2006-03-22,"ARKR",29.77
2006-03-21,"ARKR",29.77
2006-03-20,"ARKR",29.22
2006-03-17,"ARKR",29.87
2006-03-16,"ARKR",29.7
2006-03-15,"ARKR",29.94
2006-03-14,"ARKR",28.99
2006-03-13,"ARKR",28.99
2006-03-10,"ARKR",29.25
2006-03-09,"ARKR",29.25
2006-03-08,"ARKR",29.49
2006-03-07,"ARKR",29.7
2006-03-06,"ARKR",29.89
2006-03-03,"ARKR",29.95
2006-03-02,"ARKR",29.99
2006-03-01,"ARKR",29.83
2006-02-28,"ARKR",30.5
2006-02-27,"ARKR",29
2006-02-24,"ARKR",29.49
2006-02-23,"ARKR",29.55
2006-02-22,"ARKR",29.7
2006-02-21,"ARKR",29.49
2006-02-17,"ARKR",29.51
2006-02-16,"ARKR",29.8
2006-02-15,"ARKR",29.54
2006-02-14,"ARKR",29.78
2006-02-13,"ARKR",27.2
2006-02-10,"ARKR",27.31
2006-02-09,"ARKR",27.03
2006-02-08,"ARKR",27
2006-02-07,"ARKR",27.02
2006-02-06,"ARKR",27.59
2006-02-03,"ARKR",27.76
2006-02-02,"ARKR",27
2006-02-01,"ARKR",27
2006-01-31,"ARKR",27.01
2006-01-30,"ARKR",27.02
2006-01-27,"ARKR",27.1
2006-01-26,"ARKR",27.07
2006-01-25,"ARKR",27.52
2006-01-24,"ARKR",27.75
2006-01-23,"ARKR",27.5
2006-01-20,"ARKR",28.5
2006-01-19,"ARKR",28.77
2006-01-18,"ARKR",28.14
2006-01-17,"ARKR",28.14
2006-01-13,"ARKR",28.08
2006-01-12,"ARKR",28.07
2006-01-11,"ARKR",28.21
2006-01-10,"ARKR",28.04
2006-01-09,"ARKR",28.54
2006-01-06,"ARKR",28.63
2006-01-05,"ARKR",29.4
2006-01-04,"ARKR",28.8
2006-01-03,"ARKR",28
2005-12-30,"ARKR",28.29
2005-12-29,"ARKR",26.99
2005-12-28,"ARKR",27.48
2005-12-27,"ARKR",27.3
2005-12-23,"ARKR",27.39
2005-12-22,"ARKR",27.08
2005-12-21,"ARKR",28.55
2005-12-20,"ARKR",26.7
2005-12-19,"ARKR",26.83
2005-12-16,"ARKR",26.9
2005-12-15,"ARKR",27
2005-12-14,"ARKR",27.12
2005-12-13,"ARKR",26.73
2005-12-12,"ARKR",27.31
2005-12-09,"ARKR",27.55
2005-12-08,"ARKR",27.61
2005-12-07,"ARKR",27.95
2005-12-06,"ARKR",27.95
2005-12-05,"ARKR",28
2005-12-02,"ARKR",28.15
2005-12-01,"ARKR",28.6
2005-11-30,"ARKR",28
2005-11-29,"ARKR",28.6
2005-11-28,"ARKR",28.6
2005-11-25,"ARKR",28.6
2005-11-23,"ARKR",28.6
2005-11-22,"ARKR",29.19
2005-11-21,"ARKR",28.6
2005-11-18,"ARKR",28.6
2005-11-17,"ARKR",28.41
2005-11-16,"ARKR",28.6
2005-11-15,"ARKR",28.6
2005-11-14,"ARKR",28.64
2005-11-11,"ARKR",28.6
2005-11-10,"ARKR",28.6
2005-11-09,"ARKR",28.6
2005-11-08,"ARKR",28.44
2005-11-07,"ARKR",28.5
2005-11-04,"ARKR",28.27
2005-11-03,"ARKR",28.27
2005-11-02,"ARKR",28.6
2005-11-01,"ARKR",28.5
2005-10-31,"ARKR",28.8
2005-10-28,"ARKR",28.57
2005-10-27,"ARKR",28.19
2005-10-26,"ARKR",30.24
2005-10-25,"ARKR",28.07
2005-10-24,"ARKR",27.6
2005-10-21,"ARKR",28.25
2005-10-20,"ARKR",28.02
2005-10-19,"ARKR",28.05
2005-10-18,"ARKR",27.8
2005-10-17,"ARKR",27.75
2005-10-14,"ARKR",27.56
2005-10-13,"ARKR",28.29
2005-10-12,"ARKR",28.8
2005-10-11,"ARKR",30.59
2005-10-10,"ARKR",30.35
2005-10-07,"ARKR",31.23
2005-10-06,"ARKR",30.48
2005-10-05,"ARKR",30.5
2005-10-04,"ARKR",30.5
2005-10-03,"ARKR",31.1
2005-09-30,"ARKR",31.24
2005-09-29,"ARKR",30.25
2005-09-28,"ARKR",29.74
2005-09-27,"ARKR",29.75
2005-09-26,"ARKR",30.48
2005-09-23,"ARKR",30.59
2005-09-22,"ARKR",30.05
2005-09-21,"ARKR",30.05
2005-09-20,"ARKR",31.78
2005-09-19,"ARKR",31.15
2005-09-16,"ARKR",31
2005-09-15,"ARKR",31.11
2005-09-14,"ARKR",31.07
2005-09-13,"ARKR",31.46
2005-09-12,"ARKR",31.18
2005-09-09,"ARKR",31.95
2005-09-08,"ARKR",31.93
2005-09-07,"ARKR",30.51
2005-09-06,"ARKR",31.11
2005-09-02,"ARKR",30.21
2005-09-01,"ARKR",30
2005-08-31,"ARKR",30.03
2005-08-30,"ARKR",29.99
2005-08-29,"ARKR",29.63
2005-08-26,"ARKR",29.63
2005-08-25,"ARKR",29.63
2005-08-24,"ARKR",29.38
2005-08-23,"ARKR",29.87
2005-08-22,"ARKR",29.59
2005-08-19,"ARKR",29.58
2005-08-18,"ARKR",29.98
2005-08-17,"ARKR",29.98
2005-08-16,"ARKR",29.81
2005-08-15,"ARKR",30.08
2005-08-12,"ARKR",30.99
2005-08-11,"ARKR",31.42
2005-08-10,"ARKR",31.42
2005-08-09,"ARKR",32.3
2005-08-08,"ARKR",31.18
2005-08-05,"ARKR",31.68
2005-08-04,"ARKR",32.3
2005-08-03,"ARKR",32.26
2005-08-02,"ARKR",32.08
2005-08-01,"ARKR",31.25
2005-07-29,"ARKR",31.03
2005-07-28,"ARKR",30.95
2005-07-27,"ARKR",31.22
2005-07-26,"ARKR",30.83
2005-07-25,"ARKR",30.68
2005-07-22,"ARKR",32.49
2005-07-21,"ARKR",32.5
2005-07-20,"ARKR",32.03
2005-07-19,"ARKR",33.99
2005-07-18,"ARKR",34.59
2005-07-15,"ARKR",32
2005-07-14,"ARKR",30.88
2005-07-13,"ARKR",29.01
2005-07-12,"ARKR",28.2
2005-07-11,"ARKR",27.73
2005-07-08,"ARKR",27.73
2005-07-07,"ARKR",27.26
2005-07-06,"ARKR",27.53
2005-07-05,"ARKR",27.81
2005-07-01,"ARKR",28.15
2005-06-30,"ARKR",29.1
2005-06-29,"ARKR",28.5
2005-06-28,"ARKR",27.95
2005-06-27,"ARKR",27.16
2005-06-24,"ARKR",26.73
2005-06-23,"ARKR",26.73
2005-06-22,"ARKR",26.56
2005-06-21,"ARKR",27.38
2005-06-20,"ARKR",26.7
2005-06-17,"ARKR",26
2005-06-16,"ARKR",26
2005-06-15,"ARKR",26.44
2005-06-14,"ARKR",27.51
2005-06-13,"ARKR",27.89
2005-06-10,"ARKR",27.89
2005-06-09,"ARKR",27.83
2005-06-08,"ARKR",26.76
2005-06-07,"ARKR",25.58
2005-06-06,"ARKR",25.52
2005-06-03,"ARKR",25.96
2005-06-02,"ARKR",26.55
2005-06-01,"ARKR",26.74
2005-05-31,"ARKR",26.84
2005-05-27,"ARKR",26.82
2005-05-26,"ARKR",27.04
2005-05-25,"ARKR",27.69
2005-05-24,"ARKR",27.39
2005-05-23,"ARKR",27.09
2005-05-20,"ARKR",27
2005-05-19,"ARKR",27.05
2005-05-18,"ARKR",27.27
2005-05-17,"ARKR",27.75
2005-05-16,"ARKR",29.11
2005-05-13,"ARKR",29.43
2005-05-12,"ARKR",29.41
2005-05-11,"ARKR",29.49
2005-05-10,"ARKR",29.25
2005-05-09,"ARKR",28.84
2005-05-06,"ARKR",29
2005-05-05,"ARKR",28.8
2005-05-04,"ARKR",28.82
2005-05-03,"ARKR",28.95
2005-05-02,"ARKR",28.9
2005-04-29,"ARKR",29.28
2005-04-28,"ARKR",29
2005-04-27,"ARKR",30.15
2005-04-26,"ARKR",29.76
2005-04-25,"ARKR",30.65
2005-04-22,"ARKR",28.72
2005-04-21,"ARKR",29.84
2005-04-20,"ARKR",30.98
2005-04-19,"ARKR",30.98
2005-04-18,"ARKR",30.85
2005-04-15,"ARKR",31.37
2005-04-14,"ARKR",31.96
2005-04-13,"ARKR",32.06
2005-04-12,"ARKR",31.78
2005-04-11,"ARKR",31.2
2005-04-08,"ARKR",30.84
2005-04-07,"ARKR",31
2005-04-06,"ARKR",31.03
2005-04-05,"ARKR",31.75
2005-04-04,"ARKR",31.72
2005-04-01,"ARKR",32.8
2005-03-31,"ARKR",32.88
2005-03-30,"ARKR",31.02
2005-03-29,"ARKR",31.91
2005-03-28,"ARKR",32
2005-03-24,"ARKR",32
2005-03-23,"ARKR",30.83
2005-03-22,"ARKR",31.2
2005-03-21,"ARKR",31.4
2005-03-18,"ARKR",29.61
2005-03-17,"ARKR",32.26
2005-03-16,"ARKR",33.51
2005-03-15,"ARKR",33.9
2005-03-14,"ARKR",35.06
2005-03-11,"ARKR",36.75
2005-03-10,"ARKR",37
2005-03-09,"ARKR",37.61
2005-03-08,"ARKR",37.86
2005-03-07,"ARKR",37.91
2005-03-04,"ARKR",37.6
2005-03-03,"ARKR",37.59
2005-03-02,"ARKR",38.09
2005-03-01,"ARKR",37.88
2005-02-28,"ARKR",37.92
2005-02-25,"ARKR",36.77
2005-02-24,"ARKR",36.5
2005-02-23,"ARKR",36.87
2005-02-22,"ARKR",37
2005-02-18,"ARKR",37.78
2005-02-17,"ARKR",38.44
2005-02-16,"ARKR",37.1
2005-02-15,"ARKR",37.71
2005-02-14,"ARKR",37.86
2005-02-11,"ARKR",41.87
2005-02-10,"ARKR",41
2005-02-09,"ARKR",41.33
2005-02-08,"ARKR",41.49
2005-02-07,"ARKR",41.35
2005-02-04,"ARKR",41.49
2005-02-03,"ARKR",41
2005-02-02,"ARKR",41.88
2005-02-01,"ARKR",41.5
